Fiscal_Year,Query_Run,Customer,SubCustomer,AnnualSubCustomerVendorRank,ContractorDisplayName,ParentID,JointVenture,SumOfobligatedAmount,SumOfnumberOfActions,WarningFlag
2005,59:34.8,State and IAP,PEACE CORPS,9,MITRE,THE MITRE,0,320930,3,0
2005,59:34.8,State and IAP,NULL,0,174410253^!,174410253,NULL,318243,3,1
2005,59:34.8,State and IAP,PEACE CORPS,0,062393314^!,62393314,NULL,317550,NULL,1
2005,59:34.8,State and IAP,USAID,0,602813289^!,602813289,NULL,313904,29,1
2005,59:34.8,State and IAP,NULL,0,134430789^!,134430789,NULL,309160,1,1
2005,59:34.8,State and IAP,State,161,MERCK^,MERCK,0,302932.51,1,0
2005,59:34.8,State and IAP,USAID,91,APL,AMERICAN PRESIDENT LINES,0,301179,4,0
2005,59:34.8,State and IAP,State,162,URS,URS,0,300724,13,0
2005,59:34.8,State and IAP,USAID,0,099858110^!,99858110,NULL,300000,1,1
2005,59:34.8,State and IAP,NULL,1,ADVANCED ENGINEERING ASSOCIATE^,ADVANCED ENGINEERING ASSOCIATE,0,299077,2,0
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,059493648^!,59493648,NULL,298717.6,2,1
2005,59:34.8,State and IAP,USAID,92,Cardinal Health,CARDINAL HEALTH,0,288977,1,0
2005,59:34.8,State and IAP,USAID,93,Computer Sciences Corp.,COMPUTER SCIENCES,0,281958,7,0
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,170940915^!,170940915,NULL,281672,3,1
2005,59:34.8,State and IAP,USAID,0,535248611^!,535248611,NULL,277000,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534824979^!,534824979,NULL,275199,1,1
2005,59:34.8,State and IAP,USAID,0,645714502^!,645714502,NULL,269942,3,1
2005,59:34.8,State and IAP,USAID,0,127208879^!,127208879,NULL,263710.37,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,5,ECOLOGY & ENVIRONMENT^,ECOLOGY & ENVIRONMENT,0,261425.96,3,0
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,171217073^!,171217073,NULL,260861,4,1
2005,59:34.8,State and IAP,USAID,0,084764836^!,84764836,NULL,260100,2,1
2005,59:34.8,State and IAP,PEACE CORPS,0,084764836^!,84764836,NULL,257000,1,1
2005,59:34.8,State and IAP,USAID,94,PROFESSIONAL RESOURCE GROUP I^,PROFESSIONAL RESOURCE GROUP I,0,252988,5,0
2005,59:34.8,State and IAP,State,172,KBR!,KELLOGG BROWN & ROOT,0,252404,3,1
2005,59:34.8,State and IAP,USAID,0,136069916^!,136069916,NULL,251151,4,1
2005,59:34.8,State and IAP,USAID,0,965412216^!,965412216,NULL,249679,2,1
2005,59:34.8,State and IAP,USAID,0,565492303^!,565492303,NULL,247160,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,045404634^!,45404634,NULL,245375,11,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,170632033^!,170632033,NULL,239000,1,1
2005,59:34.8,State and IAP,NULL,0,938319324^!,938319324,NULL,236059.58,2,1
2005,59:34.8,State and IAP,State,176,Johns Hopkins APL,JOHNS HOPKINS UNIVERSITY,0,235923.5,3,0
2005,59:34.8,State and IAP,PEACE CORPS,10,IBM,IBM,0,235336,4,0
2005,59:34.8,State and IAP,USAID,0,017029518^!,17029518,NULL,233586,5,1
2005,59:34.8,State and IAP,State,178,Atlantic Diving Supply,ATLANTIC DIVING SUPPLY,0,233026.25,9,0
2005,59:34.8,State and IAP,PEACE CORPS,0,147226146^!,147226146,NULL,229100,6,1
2005,59:34.8,State and IAP,USAID,0,608573408^!,608573408,NULL,227119,6,1
2005,59:34.8,State and IAP,USAID,95,GTSI^,GTSI,0,226193,13,0
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,6,ABT Associates,ABT ASSOCIATES,0,222670.94,NULL,0
2005,59:34.8,State and IAP,USAID,0,043052273^!,43052273,NULL,222120,1,1
2005,59:34.8,State and IAP,USAID,0,366480247^!,366480247,NULL,221482,2,1
2005,59:34.8,State and IAP,USAID,96,ICF INTERNATIONAL^,ICF INTERNATIONAL,0,220000,2,0
2005,59:34.8,State and IAP,PEACE CORPS,11,MACFADDEN & ASSOCIATES^,MACFADDEN & ASSOCIATES,0,215642,3,0
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,7,Deloitte,DELOITTE,0,215481,1,0
2005,59:34.8,State and IAP,USAID,0,963975511^!,963975511,NULL,214192,2,1
2005,59:34.8,State and IAP,USAID,0,809123177^!,809123177,NULL,209000,4,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,077238624^!,77238624,NULL,207500,1,1
2005,59:34.8,State and IAP,NULL,0,102994394^!,102994394,NULL,207420,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,147368844^!,147368844,NULL,205420,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,850659066^!,850659066,NULL,200000,2,1
2005,59:34.8,State and IAP,USAID,0,094102035^!,94102035,NULL,200000,3,1
2005,59:34.8,State and IAP,USAID,0,026827662^!,26827662,NULL,200000,3,1
2005,59:34.8,State and IAP,USAID,0,148024987^!,148024987,NULL,200000,3,1
2005,59:34.8,State and IAP,USAID,0,047440297^!,47440297,NULL,200000,2,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534823781^!,534823781,NULL,195461,1,1
2005,59:34.8,State and IAP,USAID,97,AGUIRRE INTERNATIONAL^,AGUIRRE INTERNATIONAL,0,192608,3,0
2005,59:34.8,State and IAP,USAID,0,184033744^!,184033744,NULL,189306,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,Foreign Contractor^,Foreign Contractor,0,179794,1,0
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,167789580^!,167789580,NULL,179792.2,1,1
2005,59:34.8,State and IAP,USAID,0,872738380^!,872738380,NULL,178980,3,1
2005,59:34.8,State and IAP,PEACE CORPS,0,854791514^!,854791514,NULL,178505,NULL,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,879436640^!,879436640,NULL,175000,2,1
2005,59:34.8,State and IAP,USAID,0,161579735^!,161579735,NULL,171600,3,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534823856^!,534823856,NULL,170436,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,017365284^!,17365284,NULL,168000,2,1
2005,59:34.8,State and IAP,PEACE CORPS,12,AT&T,AT&T,0,166963.37,3,0
2005,59:34.8,State and IAP,NULL,0,963772785^!,963772785,NULL,163353.38,4,1
2005,59:34.8,State and IAP,USAID,98,iGOV^,iGOV,0,160150.28,1,0
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,948928270^!,948928270,NULL,157920,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,608717450^!,608717450,NULL,157833.6,1,1
2005,59:34.8,State and IAP,USAID,0,040535536^!,40535536,NULL,157083,10,1
2005,59:34.8,State and IAP,PEACE CORPS,13,GARTNER^,GARTNER,0,156750,2,0
2005,59:34.8,State and IAP,USAID,0,056700495^!,56700495,NULL,151795.13,5,1
2005,59:34.8,State and IAP,USAID,99,MANAGEMENT CONCEPTS^,MANAGEMENT CONCEPTS,0,150875,6,0
2005,59:34.8,State and IAP,NULL,0,176772085^!,176772085,NULL,150504.8,3,1
2005,59:34.8,State and IAP,PEACE CORPS,14,NANA DEVELOPMENT CORP^!,NANA DEVELOPMENT CORP,0,149575,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,121382431^!,121382431,NULL,145122.85,1,1
2005,59:34.8,State and IAP,NULL,0,932296486^!,932296486,NULL,145083,2,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534821967^!,534821967,NULL,143242,2,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,027370746^!,27370746,NULL,143226.78,1,1
2005,59:34.8,State and IAP,USAID,100,AVID TECHNOLOGY^,AVID TECHNOLOGY,0,140643,2,0
2005,59:34.8,State and IAP,USAID,0,013240288^!,13240288,NULL,138922,16,1
2005,59:34.8,State and IAP,USAID,0,072637366^!,72637366,NULL,137250,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,068528376^!,68528376,NULL,132049.05,6,1
2005,59:34.8,State and IAP,PEACE CORPS,15,DHL^,DHL,0,132000,5,0
2005,59:34.8,State and IAP,USAID,0,095347159^!,95347159,NULL,130400,4,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534823799^!,534823799,NULL,129831,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534823765^!,534823765,NULL,129786,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,009043600^!,9043600,NULL,126768,2,1
2005,59:34.8,State and IAP,NULL,0,602172236^!,602172236,NULL,125952,2,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954637054^!,954637054,NULL,125000,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,8,Washington Metropolitan Authority^,Washington Metropolitan Authority,0,125000,3,0
2005,59:34.8,State and IAP,PEACE CORPS,0,183217926^!,183217926,NULL,123718.17,4,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534823864^!,534823864,NULL,122681,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,783626682^!,783626682,NULL,120000,7,1
2005,59:34.8,State and IAP,NULL,0,006716617^!,6716617,NULL,118863,8,1
2005,59:34.8,State and IAP,NULL,0,173373812^!,173373812,NULL,115000,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,840203368^!,840203368,NULL,115000,1,1
2005,59:34.8,State and IAP,NULL,0,167165039^!,167165039,NULL,114750,4,1
2005,59:34.8,State and IAP,USAID,103,L3 Communications,L3 COMMUNICATIONS,0,114194,2,0
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,125248836^!,125248836,NULL,113111.48,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534823757^!,534823757,NULL,112193,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,361492502^!,361492502,NULL,110000,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,362687423^!,362687423,NULL,110000,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,147328426^!,147328426,NULL,110000,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954600722^!,954600722,NULL,108980,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,499252013^!,499252013,NULL,108140,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,499201127^!,499201127,NULL,106800,NULL,1
2005,59:34.8,State and IAP,NULL,0,038997573^!,38997573,NULL,106043.5,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,803786904^!,803786904,NULL,101400,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,947371019^!,947371019,NULL,100075.88,NULL,1
2005,59:34.8,State and IAP,NULL,0,933727716^!,933727716,NULL,100000,1,1
2005,59:34.8,State and IAP,NULL,0,860839042^!,860839042,NULL,96764.8,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534823740^!,534823740,NULL,96725,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534823815^!,534823815,NULL,96282,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,130698921^!,130698921,NULL,95858.91,2,1
2005,59:34.8,State and IAP,NULL,2,KPMG^,KPMG,0,95695,2,0
2005,59:34.8,State and IAP,PEACE CORPS,0,534823831^!,534823831,NULL,94130,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954660205^!,954660205,NULL,93778,2,1
2005,59:34.8,State and IAP,PEACE CORPS,0,130452431^!,130452431,NULL,92075,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,600776801^!,600776801,NULL,90834.8,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,181416228^!,181416228,NULL,90390,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534823583^!,534823583,NULL,90210,2,1
2005,59:34.8,State and IAP,NULL,0,114359180^!,114359180,NULL,90000,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,136185001^!,136185001,NULL,89108.05,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,196890490^!,196890490,NULL,88958.1,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,130439651^!,130439651,NULL,87470,3,1
2005,59:34.8,State and IAP,PEACE CORPS,0,066523528^!,66523528,NULL,87357.6,9,1
2005,59:34.8,State and IAP,PEACE CORPS,0,130439545^!,130439545,NULL,87186.8,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,041466173^!,41466173,NULL,86521.4,NULL,1
2005,59:34.8,State and IAP,State,229,Navistar,Navistar International,0,84700,1,0
2005,59:34.8,State and IAP,PEACE CORPS,0,534832980^!,534832980,NULL,84000,1,1
2005,59:34.8,State and IAP,State,231,Fedex,FEDEX,0,82189,12,0
2005,59:34.8,State and IAP,PEACE CORPS,0,645335873^!,645335873,NULL,81739,NULL,1
2005,59:34.8,State and IAP,NULL,0,126497122^!,126497122,NULL,81482,3,1
2005,59:34.8,State and IAP,PEACE CORPS,0,959751165^!,959751165,NULL,81030,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,565415403^!,565415403,NULL,80383.9,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534823807^!,534823807,NULL,79958,1,1
2005,59:34.8,State and IAP,NULL,0,868724279^!,868724279,NULL,79895.12,5,1
2005,59:34.8,State and IAP,USAID,112,Lockheed Martin,LOCKHEED MARTIN,0,79783,1,0
2005,59:34.8,State and IAP,PEACE CORPS,0,633272609^!,633272609,NULL,79484.12,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,645194770^!,645194770,NULL,79427,2,1
2005,59:34.8,State and IAP,PEACE CORPS,0,499415099^!,499415099,NULL,79406,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954631537^!,954631537,NULL,78642,2,1
2005,59:34.8,State and IAP,PEACE CORPS,0,130452845^!,130452845,NULL,78484.6,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534824961^!,534824961,NULL,78397,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,139715879^!,139715879,NULL,78376.76,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954660197^!,954660197,NULL,77996,2,1
2005,59:34.8,State and IAP,PEACE CORPS,0,130385979^!,130385979,NULL,77858,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954661570^!,954661570,NULL,77765,2,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,075480350^!,75480350,NULL,77297,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,168565179^!,168565179,NULL,77262.6,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,098700644^!,98700644,NULL,76990,NULL,1
2005,59:34.8,State and IAP,NULL,0,141171806^!,141171806,NULL,76655,4,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534821942^!,534821942,NULL,76509,4,1
2005,59:34.8,State and IAP,PEACE CORPS,0,130452423^!,130452423,NULL,76188.8,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,999079494^!,999079494,NULL,75194,NULL,1
2005,59:34.8,State and IAP,NULL,0,788282531^!,788282531,NULL,75000,5,1
2005,59:34.8,State and IAP,PEACE CORPS,0,131490760^!,131490760,NULL,72686.6,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,130439842^!,130439842,NULL,72493,4,1
2005,59:34.8,State and IAP,NULL,0,926325838^!,926325838,NULL,72000,9,1
2005,59:34.8,State and IAP,PEACE CORPS,0,645188954^!,645188954,NULL,72000,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,633272880^!,633272880,NULL,72000,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,146011601^!,146011601,NULL,71710,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,038798468^!,38798468,NULL,71512.35,3,1
2005,59:34.8,State and IAP,NULL,0,838488351^!,838488351,NULL,71333,2,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954637062^!,954637062,NULL,70967,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,130453041^!,130453041,NULL,70141.2,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,130386159^!,130386159,NULL,70015,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,197733459^!,197733459,NULL,69697.53,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,185275505^!,185275505,NULL,69483.88,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534824912^!,534824912,NULL,69300,2,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954600714^!,954600714,NULL,69004.09,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,602619814^!,602619814,NULL,68505.76,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,645188301^!,645188301,NULL,68086,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,806291845^!,806291845,NULL,68000,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954633046^!,954633046,NULL,67678.71,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534830711^!,534830711,NULL,67107,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,172038262^!,172038262,NULL,66364,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,196090059^!,196090059,NULL,65780.76,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954661554^!,954661554,NULL,65563,1,1
2005,59:34.8,State and IAP,NULL,0,961660610^!,961660610,NULL,65000,3,1
2005,59:34.8,State and IAP,PEACE CORPS,0,645186255^!,645186255,NULL,65000,4,1
2005,59:34.8,State and IAP,PEACE CORPS,0,534823823^!,534823823,NULL,64975,1,1
2005,59:34.8,State and IAP,NULL,0,172036936^!,172036936,NULL,64815,5,1
2005,59:34.8,State and IAP,NULL,0,185276313^!,185276313,NULL,64792,3,1
2005,59:34.8,State and IAP,PEACE CORPS,0,012036153^!,12036153,NULL,64365.3,NULL,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,969627439^!,969627439,NULL,64295.39,2,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,189966489^!,189966489,NULL,63907.35,1,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954660189^!,954660189,NULL,63625,4,1
2005,59:34.8,State and IAP,NULL,0,141618590^!,141618590,NULL,63400,6,1
2005,59:34.8,State and IAP,PEACE CORPS,0,941461832^!,941461832,NULL,63236.48,NULL,1
2005,59:34.8,State and IAP,PEACE CORPS,0,954633012^!,954633012,NULL,63029,2,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,945206621^!,945206621,NULL,61920,1,1
2005,59:34.8,State and IAP,NULL,3,AT&T,AT&T,0,60000,1,0
2005,59:34.8,State and IAP,NULL,4,CANON^,CANON,0,58826.27,7,0
2005,59:34.8,State and IAP,PEACE CORPS,16,Verizon,VERIZON,0,57400,3,0
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,056682917^!,56682917,NULL,52800,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,361118321^!,361118321,NULL,52295,1,1
2005,59:34.8,State and IAP,State,251,Honeywell,HONEYWELL,0,52215,3,0
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,850491664^!,850491664,NULL,50000,1,1
2005,59:34.8,State and IAP,NULL,0,069601417^!,69601417,NULL,50000,1,1
2005,59:34.8,State and IAP,PEACE CORPS,17,University of California,UNIVERSITY OF CALIFORNIA,0,47700,3,0
2005,59:34.8,State and IAP,USAID,121,Northrop Grumman,NORTHROP GRUMMAN,0,47174,3,0
2005,59:34.8,State and IAP,NULL,0,363345591^!,363345591,NULL,44999.96,1,1
2005,59:34.8,State and IAP,NULL,0,556863194^!,556863194,NULL,44982,1,1
2005,59:34.8,State and IAP,USAID,124,Fedex,FEDEX,0,43430,7,0
2005,59:34.8,State and IAP,PEACE CORPS,18,HERMAN MILLER^,HERMAN MILLER,0,42766.79,2,0
2005,59:34.8,State and IAP,PEACE CORPS,19,ARETE ASSOCIATES^,ARETE ASSOCIATES,0,42520,NULL,0
2005,59:34.8,State and IAP,NULL,0,122363778^!,122363778,NULL,42100,3,1
2005,59:34.8,State and IAP,NULL,0,928863471^!,928863471,NULL,40000,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,080860042^!,80860042,NULL,39996,2,1
2005,59:34.8,State and IAP,NULL,0,142294557^!,142294557,NULL,39817.97,1,1
2005,59:34.8,State and IAP,NULL,0,055015478^!,55015478,NULL,38976,2,1
2005,59:34.8,State and IAP,NULL,0,931892269^!,931892269,NULL,38909,2,1
2005,59:34.8,State and IAP,NULL,0,168719941^!,168719941,NULL,38771,3,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,601638724^!,601638724,NULL,37685.88,2,1
2005,59:34.8,State and IAP,PEACE CORPS,20,Reed Elsevier,Reed Elsevier,0,36426,3,0
2005,59:34.8,State and IAP,NULL,0,127197775^!,127197775,NULL,35000,1,1
2005,59:34.8,State and IAP,NULL,0,120809343^!,120809343,NULL,34991,1,1
2005,59:34.8,State and IAP,NULL,0,364202635^!,364202635,NULL,34971,1,1
2005,59:34.8,State and IAP,NULL,0,170207083^!,170207083,NULL,34950,1,1
2005,59:34.8,State and IAP,NULL,0,106701449^!,106701449,NULL,34448,2,1
2005,59:34.8,State and IAP,NULL,0,612069364^!,612069364,NULL,34000,1,1
2005,59:34.8,State and IAP,NULL,0,160937640^!,160937640,NULL,33480,2,1
2005,59:34.8,State and IAP,NULL,0,143158157^!,143158157,NULL,32429,2,1
2005,59:34.8,State and IAP,NULL,0,145943879^!,145943879,NULL,29995,1,1
2005,59:34.8,State and IAP,NULL,0,049535367^!,49535367,NULL,29980,1,1
2005,59:34.8,State and IAP,NULL,0,869208793^!,869208793,NULL,29965,2,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,9,CANON^,CANON,0,28119.2,2,0
2005,59:34.8,State and IAP,NULL,0,604746557^!,604746557,NULL,27982.5,2,1
2005,59:34.8,State and IAP,State,266,TRW [NORTHROP GRUMMAN]^!,TRW [NORTHROP GRUMMAN],0,27686,2,1
2005,59:34.8,State and IAP,NULL,0,877664516^!,877664516,NULL,27475,2,1
2005,59:34.8,State and IAP,NULL,0,120287383^!,120287383,NULL,26676,1,1
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,130517766^!,130517766,NULL,26000,4,1
2005,59:34.8,State and IAP,PEACE CORPS,21,Anteon,ANTEON [GENERAL DYNAMICS],0,25708,1,0
2005,59:34.8,State and IAP,NULL,0,099169815^!,99169815,NULL,25000,2,1
2005,59:34.8,State and IAP,NULL,0,148058279^!,148058279,NULL,24998.4,1,1
2005,59:34.8,State and IAP,NULL,0,171837359^!,171837359,NULL,24990,1,1
2005,59:34.8,State and IAP,NULL,0,362712106^!,362712106,NULL,24990,1,1
2005,59:34.8,State and IAP,NULL,0,123327277^!,123327277,NULL,24757,1,1
2005,59:34.8,State and IAP,NULL,0,184681901^!,184681901,NULL,24000,1,1
2005,59:34.8,State and IAP,NULL,5,IRON MOUNTAIN^,IRON MOUNTAIN,0,23404,2,0
2005,59:34.8,State and IAP,NULL,0,018385547^!,18385547,NULL,22800.48,1,1
2005,59:34.8,State and IAP,NULL,0,145374505^!,145374505,NULL,22050,1,1
2005,59:34.8,State and IAP,State,282,United Technologies,UNITED TECH,0,20849.05,3,0
2005,59:34.8,State and IAP,State,284,University of California,UNIVERSITY OF CALIFORNIA,0,20770.7,1,0
2005,59:34.8,State and IAP,NULL,0,939025482^!,939025482,NULL,20000,1,1
2005,59:34.8,State and IAP,PEACE CORPS,22,UNIVERSITY OF WISCONSIN SYSTEM^,UNIVERSITY OF WISCONSIN SYSTEM,0,19977,1,0
2005,59:34.8,State and IAP,NULL,0,849598552^!,849598552,NULL,19741,1,1
2005,59:34.8,State and IAP,PEACE CORPS,23,OSSI SAFENET SECURITY SERVICES^,OSSI SAFENET SECURITY SERVICES,0,18906.86,1,0
2005,59:34.8,State and IAP,PEACE CORPS,24,UNIVERSITY OF TEXAS^,UNIVERSITY OF TEXAS,0,18239,1,0
2005,59:34.8,State and IAP,PEACE CORPS,25,UNIVERSITY OF^,UNIVERSITY OF,0,17690,1,0
2005,59:34.8,State and IAP,PEACE CORPS,26,ASCOM HOLDING^,ASCOM HOLDING,0,17615.6,4,0
2005,59:34.8,State and IAP,NULL,0,826190480^!,826190480,NULL,16875,2,1
2005,59:34.8,State and IAP,PEACE CORPS,27,Sprint,SPRINT,0,16799.88,NULL,0
2005,59:34.8,State and IAP,PEACE CORPS,28,STATE UNIVERSITY OF NEW YORK^,STATE UNIVERSITY OF NEW YORK,0,16165,1,0
2005,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,128045148^!,128045148,NULL,16023.02,1,1
2005,59:34.8,State and IAP,NULL,0,122470268^!,122470268,NULL,15336,2,1
2005,59:34.8,State and IAP,NULL,0,612933234^!,612933234,NULL,15000,1,1
2005,59:34.8,State and IAP,PEACE CORPS,29,GOOGLE^,GOOGLE,0,15000,1,0
2005,59:34.8,State and IAP,NULL,0,131950024^!,131950024,NULL,15000,1,1
2005,59:34.8,State and IAP,NULL,0,068528376^!,68528376,NULL,15000,1,1
2005,59:34.8,State and IAP,PEACE CORPS,29,UNIVERSITY OF FLORIDA^,UNIVERSITY OF FLORIDA,0,15000,1,0
2005,59:34.8,State and IAP,PEACE CORPS,29,YAHOO!^,YAHOO!,0,15000,1,0
2005,59:34.8,State and IAP,PEACE CORPS,32,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL^,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,0,14622,1,0
2005,59:34.8,State and IAP,USAID,0,NULL,Unranked Vendor,0,14440.67,2,1
2005,59:34.8,State and IAP,NULL,0,803786680^!,803786680,NULL,14409.14,3,1
2005,59:34.8,State and IAP,NULL,0,877043612^!,877043612,NULL,14376,1,1
2005,59:34.8,State and IAP,PEACE CORPS,33,PENNSYLVANIA STATE UNIVERSITY^,PENNSYLVANIA STATE UNIVERSITY,0,13790,1,0
2005,59:34.8,State and IAP,NULL,0,604258967^!,604258967,NULL,13500,2,1
2005,59:34.8,State and IAP,PEACE CORPS,34,UNIVERSITY OF NEBRASKA^,UNIVERSITY OF NEBRASKA,0,13300,1,0
2005,59:34.8,State and IAP,NULL,0,014256023^!,14256023,NULL,13068.6,3,1
2005,59:34.8,State and IAP,NULL,0,136723967^!,136723967,NULL,12243,1,1
2005,59:34.8,State and IAP,NULL,6,Northrop Grumman,NORTHROP GRUMMAN,0,11279.84,1,0
