Fiscal_Year,Query_Run,Customer,SubCustomer,AnnualSubCustomerVendorRank,ContractorDisplayName,ParentID,JointVenture,SumOfobligatedAmount,SumOfnumberOfActions,WarningFlag
2012,59:34.8,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,0,555449529^!,555449529,NULL,0,NULL,1
2012,59:34.8,State and IAP,USAID,288,ELECTRONIC DATA SYSTEMS [HEWLETT PACKARD]^!,ELECTRONIC DATA SYSTEMS [HEWLETT PACKARD],0,0,2,1
2012,59:34.8,State and IAP,USAID,288,Harris,HARRIS,0,0,4,0
2012,59:34.8,State and IAP,USAID,288,ManTech International,MANTECH INTL A,0,0,NULL,0
2012,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,28,NATHAN ASSOCIATES^,NATHAN ASSOCIATES,0,0,1,0
2012,59:34.8,State and IAP,USAID,288,Northrop Grumman,NORTHROP GRUMMAN,0,0,NULL,0
2012,59:34.8,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,0,054423686^!,54423686,NULL,0,1,1
2012,59:34.8,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,0,085698900^!,85698900,NULL,0,1,1
2012,59:34.8,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,0,941701406^!,941701406,NULL,0,NULL,1
2012,59:34.8,State and IAP,PEACE CORPS,30,RONALD P HALL^,RONALD P HALL,0,0,NULL,0
2012,59:34.8,State and IAP,PEACE CORPS,30,SPRINT^,SPRINT,0,0,1,0
2012,59:34.8,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,0,019693069^!,19693069,NULL,0,NULL,1
2012,59:34.8,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,0,126150056^!,126150056,NULL,0,1,1
2012,59:34.8,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,0,785621988^!,785621988,NULL,0,NULL,1
2012,59:34.8,State and IAP,PEACE CORPS,30,BBDO WORLDWIDE^,BBDO WORLDWIDE,0,0,1,0
2012,59:34.8,State and IAP,PEACE CORPS,33,IMMIXGROUP,IMMIXGROUP,0,-0.01,1,0
2012,59:34.8,State and IAP,State,338,KBR,KELLOGG BROWN & ROOT,0,-1.59,1,0
2012,59:34.8,State and IAP,State,341,Unisys,UNISYS,0,-111.67,1,0
2012,59:34.8,State and IAP,State,345,Qinetiq Group,QINETIQ GROUP,0,-1461,1,0
2012,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,31,DHL^,DHL,0,-2928.35,1,0
2012,59:34.8,State and IAP,State,349,Fluor,FLUOR,0,-4763.46,1,0
2012,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,32,Verizon,VERIZON,0,-6354.8,2,0
2012,59:34.8,State and IAP,State,350,Johns Hopkins APL,JOHNS HOPKINS UNIVERSITY,0,-6870,5,0
2012,59:34.8,State and IAP,State,353,General Electric,GENERAL ELECTRIC,0,-13074.42,6,0
2012,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,33,MIT,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,0,-19847.6,1,0
2012,59:34.8,State and IAP,State,0,NULL,Unranked Vendor,1,-69480.11,128,0
2012,59:34.8,State and IAP,PEACE CORPS,34,YOUNG & RUBICAM^,YOUNG & RUBICAM,0,-82706.96,3,0
2012,59:34.8,State and IAP,State,361,TRW [NORTHROP GRUMMAN]^!,TRW [NORTHROP GRUMMAN],0,-190768.38,1,1
2012,59:34.8,State and IAP,State,363,ITT,ITT,0,-286714.58,2,0
2012,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,NULL,Unranked Vendor,NULL,-931636.49,58,1
2012,59:34.8,State and IAP,USAID,0,NULL,Unranked Vendor,1,-4026358.01,5,0
2012,59:34.8,State and IAP,State,0,NULL,Unranked Vendor,0,-96661902.57,2132,0
2013,59:34.8,State and IAP,State,0,NULL,Unranked Vendor,NULL,760527295.2,20680,1
2013,59:34.8,State and IAP,State,0,Foreign Contractor^,Foreign Contractor,0,742069061.2,48722,0
2013,59:34.8,State and IAP,USAID,1,PFSCM*,PARTNERSHIP FOR SUPPLY CHAIN MANAGEMENT,1,592552653,7,0
2013,59:34.8,State and IAP,State,1,Dyncorp International,DYNCORP INTERNATIONAL,0,557919126.2,180,0
2013,59:34.8,State and IAP,State,2,Caddell Construction,CADDELL CONSTRUCTION CO,0,441149340.2,42,0
2013,59:34.8,State and IAP,USAID,2,Chemonics International,CHEMONICS INTERNATIONAL,0,412319993.8,193,0
2013,59:34.8,State and IAP,State,3,Lockheed Martin,LOCKHEED MARTIN,0,371342424.5,226,0
2013,59:34.8,State and IAP,USAID,3,John Snow,JOHN SNOW INCORPORATED,0,352408751.2,34,0
2013,59:34.8,State and IAP,USAID,4,Development Alternatives Group,DEVELOPMENT ALTERNATIVES,0,285752028.1,118,0
2013,59:34.8,State and IAP,State,4,BL Harbert International,BL HARBERT INTERNATIONAL,0,248112297.2,71,0
2013,59:34.8,State and IAP,State,5,SAIC,SAIC,0,242844584,86,0
2013,59:34.8,State and IAP,State,6,ACADEMI (Formerly Blackwater)^,ACADEMI (Formerly Blackwater),0,214013829.8,30,0
2013,59:34.8,State and IAP,State,7,CGI GROUP^,CGI GROUP,0,207933998.3,108,0
2013,59:34.8,State and IAP,USAID,5,TETRA TECH^,TETRA TECH,0,204317257.4,112,0
2013,59:34.8,State and IAP,State,8,AEGIS DEFENCE SERVICES^,AEGIS DEFENCE SERVICES,0,197271998.9,24,0
2013,59:34.8,State and IAP,USAID,6,AECOM Technology,AECOM TECHNOLOGY,0,171487983.1,42,0
2013,59:34.8,State and IAP,USAID,7,Deloitte,DELOITTE,0,143678762.2,71,0
2013,59:34.8,State and IAP,State,9,General Dynamics,GENERAL DYNAMICS,0,139717291.9,50,0
2013,59:34.8,State and IAP,USAID,8,ABT Associates,ABT ASSOCIATES,0,138750811.5,56,0
2013,59:34.8,State and IAP,State,10,AMERICAN INTERNATIONAL CONTRACTORS^,AMERICAN INTERNATIONAL CONTRACTORS,0,127202179.2,9,0
2013,59:34.8,State and IAP,State,11,Computer Sciences Corp.,COMPUTER SCIENCES,0,125146418.6,69,0
2013,59:34.8,State and IAP,State,12,Triple Canopy,TRIPLE CANOPY,0,123118370,30,0
2013,59:34.8,State and IAP,State,1,071376144^!,71376144,NULL,96830498.2,36,1
2013,59:34.8,State and IAP,State,13,AECOM Technology,AECOM TECHNOLOGY,0,94921065.92,39,0
2013,59:34.8,State and IAP,USAID,9,INTERNATIONAL RELIEF & DEVELOPMENT^,INTERNATIONAL RELIEF & DEVELOPMENT,0,93231432.08,18,0
2013,59:34.8,State and IAP,USAID,1,808197615^!,808197615,NULL,84662104,7,1
2013,59:34.8,State and IAP,USAID,0,Foreign Contractor^,Foreign Contractor,0,82856314.63,2428,0
2013,59:34.8,State and IAP,USAID,0,Classified Domestic Contractor^,Classified Domestic Contractor,0,78331175.22,1666,0
2013,59:34.8,State and IAP,PEACE CORPS,0,Foreign Contractor^,Foreign Contractor,0,74539054.23,NULL,0
2013,59:34.8,State and IAP,State,14,ADT SECURITY SERVICES^,ADT SECURITY SERVICES,0,69972401.64,418,0
2013,59:34.8,State and IAP,USAID,2,067180786^!,67180786,NULL,69926165.41,20,1
2013,59:34.8,State and IAP,USAID,10,Coffey International Limited,COFFEY INTERNATIONAL,0,69574995.13,95,0
2013,59:34.8,State and IAP,State,15,Inter-Con Security,INTER CON SECURITY SYSTEMS,0,67685224.12,68,0
2013,59:34.8,State and IAP,State,2,168378912^!,168378912,NULL,66342620.58,263,1
2013,59:34.8,State and IAP,State,3,360698687^!,360698687,NULL,63099383.25,8,1
2013,59:34.8,State and IAP,USAID,0,NULL,Unranked Vendor,NULL,62334814.9,2189,1
2013,59:34.8,State and IAP,USAID,11,L3 Communications,L3 COMMUNICATIONS,0,62286959.34,79,0
2013,59:34.8,State and IAP,State,4,825950371^!,825950371,NULL,56904539,31,1
2013,59:34.8,State and IAP,State,16,SOC,SOC,0,56250001,26,0
2013,59:34.8,State and IAP,State,17,CREATIVE INFORMATION TECHNOLOGY^,CREATIVE INFORMATION TECHNOLOGY,0,50893868.99,60,0
2013,59:34.8,State and IAP,USAID,3,073961419^!,73961419,NULL,49976037,12,1
2013,59:34.8,State and IAP,State,18,Akal Security Group,AKAL SECURITY,0,49863340.61,64,0
2013,59:34.8,State and IAP,USAID,12,Creative Associates International,CREATIVE ASSOCIATES INTERNATIONAL,0,49132067.51,26,0
2013,59:34.8,State and IAP,USAID,4,782053979^!,782053979,NULL,48954534,13,1
2013,59:34.8,State and IAP,USAID,13,ARD/CHECCHI^,ARD/CHECCHI,0,48807046.16,22,0
2013,59:34.8,State and IAP,State,19,CDW^,CDW,0,48080428.92,1151,0
2013,59:34.8,State and IAP,State,20,Serco,SERCO GROUP PLC,0,47476502.56,12,0
2013,59:34.8,State and IAP,State,5,097777817^!,97777817,NULL,47304946.66,29,1
2013,59:34.8,State and IAP,State,21,Accenture,ACCENTURE,0,46267999.46,93,0
2013,59:34.8,State and IAP,State,6,965958064^!,965958064,NULL,45768870,22,1
2013,59:34.8,State and IAP,USAID,14,MANAGEMENT SYSTEMS INTERNATION^,MANAGEMENT SYSTEMS INTERNATION,0,44861599.53,34,0
2013,59:34.8,State and IAP,State,22,STGi International,STG INTERNATIONAL,0,44343025.82,138,0
2013,59:34.8,State and IAP,State,23,FURNITURE BRANDS INTERNATIONAL^,FURNITURE BRANDS INTERNATIONAL,0,44230048.03,505,0
2013,59:34.8,State and IAP,State,24,SRA INTERNATIONAL^,SRA INTERNATIONAL,0,44189354.25,20,0
2013,59:34.8,State and IAP,State,25,AMERICAN INSTITUTE IN TAIWAN^,AMERICAN INSTITUTE IN TAIWAN,0,44060988.7,17,0
2013,59:34.8,State and IAP,USAID,15,IBM,IBM,0,42743893.26,16,0
2013,59:34.8,State and IAP,USAID,16,Black & Veatch,BLACK & VEATCH HOLDING,0,42346955,5,0
2013,59:34.8,State and IAP,USAID,17,PATHFINDER INTERNATIONAL^,PATHFINDER INTERNATIONAL,0,40735614,3,0
2013,59:34.8,State and IAP,USAID,18,ACDI/VOCA^,ACDI/VOCA,0,39683832,12,0
2013,59:34.8,State and IAP,State,26,Global Strategies Group,GLOBAL STRATEGIES GROUP,0,39329891.1,16,0
2013,59:34.8,State and IAP,State,27,G4S PLC^,G4S PLC,0,36907664.17,170,0
2013,59:34.8,State and IAP,State,7,078621991^!,78621991,NULL,36758985,2,1
2013,59:34.8,State and IAP,State,28,Harris,HARRIS,0,36414817.67,14,0
2013,59:34.8,State and IAP,State,8,040767357^!,40767357,NULL,36069065.67,98,1
2013,59:34.8,State and IAP,State,9,809702280^!,809702280,NULL,36052037.15,91,1
2013,59:34.8,State and IAP,USAID,5,652969565^!,652969565,NULL,35026972.33,3,1
2013,59:34.8,State and IAP,USAID,19,RTI,RESEARCH TRIANGLE INSTITUTE,0,34819393.53,34,0
2013,59:34.8,State and IAP,State,10,071933279^!,71933279,NULL,34304192.67,11,1
2013,59:34.8,State and IAP,State,29,DIGITAL MANAGEMENT INC.^,DIGITAL MANAGEMENT INC.,0,31971748.16,17,0
2013,59:34.8,State and IAP,State,11,147367481^!,147367481,NULL,31872266.6,22,1
2013,59:34.8,State and IAP,State,30,Deloitte,DELOITTE,0,31553662.42,63,0
2013,59:34.8,State and IAP,USAID,20,CARANA^,CARANA,0,30402947.85,19,0
2013,59:34.8,State and IAP,State,12,161579735^!,161579735,NULL,29573171.92,95,1
2013,59:34.8,State and IAP,State,13,165272696^!,165272696,NULL,28581791,64,1
2013,59:34.8,State and IAP,USAID,21,HUMAN SERVICE GROUP^,HUMAN SERVICE GROUP,0,28365499,12,0
2013,59:34.8,State and IAP,State,31,OLGOONIK GLOBAL SECURITY^,OLGOONIK GLOBAL SECURITY,0,27882588.34,31,0
2013,59:34.8,State and IAP,State,14,006979509^!,6979509,NULL,27811256.53,253,1
2013,59:34.8,State and IAP,USAID,6,103713624^!,103713624,NULL,27536721,11,1
2013,59:34.8,State and IAP,State,32,"Peckham Industries, Inc",PECKHAM,0,27132468.73,8,0
2013,59:34.8,State and IAP,State,15,179964747^!,179964747,NULL,26409402.77,6,1
2013,59:34.8,State and IAP,USAID,22,TUTOR PERINI^,TUTOR PERINI,0,26294119,9,0
2013,59:34.8,State and IAP,USAID,7,003071417^!,3071417,NULL,26062320.44,9,1
2013,59:34.8,State and IAP,USAID,8,068512610^!,68512610,NULL,26003572.77,26,1
2013,59:34.8,State and IAP,State,16,103312802^!,103312802,NULL,25599161.37,73,1
2013,59:34.8,State and IAP,USAID,9,040054827^!,40054827,NULL,24976853,13,1
2013,59:34.8,State and IAP,USAID,10,081821105^!,81821105,NULL,24462000.47,5,1
2013,59:34.8,State and IAP,State,17,615378007^!,615378007,NULL,24396192.86,137,1
2013,59:34.8,State and IAP,USAID,11,806257486^!,806257486,NULL,24201513,21,1
2013,59:34.8,State and IAP,State,33,Raytheon,RAYTHEON,0,24063017.98,96,0
2013,59:34.8,State and IAP,State,18,140524492^!,140524492,NULL,23329210.99,218,1
2013,59:34.8,State and IAP,USAID,23,FHI DEVELOPMENT 360^,FHI DEVELOPMENT 360,0,22548232.31,12,0
2013,59:34.8,State and IAP,State,19,608740957^!,608740957,NULL,22297736.66,255,1
2013,59:34.8,State and IAP,State,20,133239397^!,133239397,NULL,21854128.93,268,1
2013,59:34.8,State and IAP,USAID,12,941533911^!,941533911,NULL,21031466.24,82,1
2013,59:34.8,State and IAP,USAID,24,PACT^,PACT,0,20758513.64,7,0
2013,59:34.8,State and IAP,State,21,967975061^!,967975061,NULL,20631187.75,6,1
2013,59:34.8,State and IAP,State,34,CARAHSOFT TECHNOLOGY^,CARAHSOFT TECHNOLOGY,0,19682213.1,206,0
2013,59:34.8,State and IAP,State,0,143530926^!,143530926,NULL,19554698.45,345,1
2013,59:34.8,State and IAP,State,35,IBM,IBM,0,19164921.93,91,0
2013,59:34.8,State and IAP,State,0,118498067^!,118498067,NULL,19115263.36,37,1
2013,59:34.8,State and IAP,State,36,L3 Communications,L3 COMMUNICATIONS,0,18661540.97,76,0
2013,59:34.8,State and IAP,USAID,25,ADVANCED ENGINEERING ASSOCIATE^,ADVANCED ENGINEERING ASSOCIATE,0,18576316.42,11,0
2013,59:34.8,State and IAP,State,37,SIEMENS^,SIEMENS,0,17982698.22,39,0
2013,59:34.8,State and IAP,USAID,0,122190242^!,122190242,NULL,17603000,8,1
2013,59:34.8,State and IAP,State,38,ManTech International,MANTECH INTL A,0,17441011.74,23,0
2013,59:34.8,State and IAP,USAID,0,076583830^!,76583830,NULL,17220172.41,8,1
2013,59:34.8,State and IAP,State,0,160109500^!,160109500,NULL,17180548.11,17,1
2013,59:34.8,State and IAP,USAID,26,AIRCRAFT CHARTER SOLUTIONS^,AIRCRAFT CHARTER SOLUTIONS,0,17000000,8,0
2013,59:34.8,State and IAP,State,0,072648579^!,72648579,NULL,16868514.77,8,1
2013,59:34.8,State and IAP,USAID,0,805907391^!,805907391,NULL,16763512.43,33,1
2013,59:34.8,State and IAP,State,0,114425536^!,114425536,NULL,16728813.09,13,1
2013,59:34.8,State and IAP,State,39,MICROSOFT^,MICROSOFT,0,16630700,14,0
2013,59:34.8,State and IAP,State,0,324342146^!,324342146,NULL,16554771.82,6,1
2013,59:34.8,State and IAP,USAID,0,002666522^!,2666522,NULL,16492658,3,1
2013,59:34.8,State and IAP,State,0,850469040^!,850469040,NULL,16107729.97,153,1
2013,59:34.8,State and IAP,State,40,LMI Government Consulting,LOGISTICS MANAGEMENT INSTITUTE,0,16072337.46,86,0
2013,59:34.8,State and IAP,State,0,623667503^!,623667503,NULL,15681527.58,6,1
2013,59:34.8,State and IAP,State,0,809841898^!,809841898,NULL,15607591.38,5,1
2013,59:34.8,State and IAP,State,41,Qavi Engineers (Private) Limited^,Qavi Engineers (Private) Limited,0,15477650,6,0
2013,59:34.8,State and IAP,USAID,27,MACFADDEN & ASSOCIATES^,MACFADDEN & ASSOCIATES,0,15362896.73,25,0
2013,59:34.8,State and IAP,State,0,830341645^!,830341645,NULL,15290976.45,52,1
2013,59:34.8,State and IAP,USAID,28,DPK CONSULTING^,DPK CONSULTING,0,15190780.15,8,0
2013,59:34.8,State and IAP,USAID,29,MACRO INTERNATIONAL^,MACRO INTERNATIONAL,0,15064585.31,14,0
2013,59:34.8,State and IAP,USAID,30,NATHAN ASSOCIATES^,NATHAN ASSOCIATES,0,15057368.29,12,0
2013,59:34.8,State and IAP,State,42,Panexus Haiti^,Panexus Haiti,0,14975011,1,0
2013,59:34.8,State and IAP,State,43,CHENEGA^,CHENEGA,0,14957633.68,12,0
2013,59:34.8,State and IAP,State,44,RED RIVER^,RED RIVER,0,14866330.38,186,0
2013,59:34.8,State and IAP,State,45,COPPER RIVER INFORMATION TECHNOLOGY^,COPPER RIVER INFORMATION TECHNOLOGY,0,14771927.66,74,0
2013,59:34.8,State and IAP,State,0,796513013^!,796513013,NULL,14769332.5,36,1
2013,59:34.8,State and IAP,State,46,EMCOR COMPANY^,EMCOR COMPANY,0,14654467.55,120,0
2013,59:34.8,State and IAP,State,47,AT&T,AT&T,0,14626325.2,62,0
2013,59:34.8,State and IAP,USAID,0,805875718^!,805875718,NULL,14484228.72,25,1
2013,59:34.8,State and IAP,USAID,31,INTERNATIONAL BUSINESS & TECHN^,INTERNATIONAL BUSINESS & TECHN,0,14017828.91,52,0
2013,59:34.8,State and IAP,State,0,142444699^!,142444699,NULL,13889867.1,219,1
2013,59:34.8,State and IAP,State,0,158492327^!,158492327,NULL,13668002.11,24,1
2013,59:34.8,State and IAP,State,0,556140267^!,556140267,NULL,13665405.11,41,1
2013,59:34.8,State and IAP,State,0,063786032^!,63786032,NULL,13588663.4,35,1
2013,59:34.8,State and IAP,USAID,0,037188526^!,37188526,NULL,13351050.08,49,1
2013,59:34.8,State and IAP,USAID,0,069512291^!,69512291,NULL,13318708.39,5,1
2013,59:34.8,State and IAP,State,0,967726295^!,967726295,NULL,13045014,10,1
2013,59:34.8,State and IAP,State,0,825385656^!,825385656,NULL,12959390.28,32,1
2013,59:34.8,State and IAP,State,0,103938528^!,103938528,NULL,12859573.35,25,1
2013,59:34.8,State and IAP,State,48,Tetra International^,Tetra International,0,12710096.07,990,0
2013,59:34.8,State and IAP,State,49,GOLDBELT^,GOLDBELT,0,12640053.86,82,0
2013,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,112951889^!,112951889,NULL,12553844.87,214,1
2013,59:34.8,State and IAP,State,0,014418698^!,14418698,NULL,12503609.61,22,1
2013,59:34.8,State and IAP,State,0,604965280^!,604965280,NULL,12341536.83,17,1
2013,59:34.8,State and IAP,USAID,32,CAMP DRESSER & MCKEE^,CAMP DRESSER & MCKEE,0,12234217.84,12,0
2013,59:34.8,State and IAP,State,0,966186418^!,966186418,NULL,12232935,8,1
2013,59:34.8,State and IAP,State,50,PRICEWATERHOUSECOOPERS^,PRICEWATERHOUSECOOPERS,0,12120449.81,19,0
2013,59:34.8,State and IAP,State,0,167381933^!,167381933,NULL,12050818.84,2,1
2013,59:34.8,State and IAP,USAID,0,187402586^!,187402586,NULL,11992549,5,1
2013,59:34.8,State and IAP,State,0,033324117^!,33324117,NULL,11990793.68,69,1
2013,59:34.8,State and IAP,State,51,KNOLL^,KNOLL,0,11557704.71,281,0
2013,59:34.8,State and IAP,State,52,ABACUS TECHNOLOGY^,ABACUS TECHNOLOGY,0,11495603.07,8,0
2013,59:34.8,State and IAP,State,0,601208770^!,601208770,NULL,11467000,1,1
2013,59:34.8,State and IAP,State,53,VISTRONIX^,VISTRONIX,0,11046987.6,5,0
2013,59:34.8,State and IAP,State,0,095080441^!,95080441,NULL,10849654.4,14,1
2013,59:34.8,State and IAP,State,0,125313051^!,125313051,NULL,10558602.16,40,1
2013,59:34.8,State and IAP,State,54,COMTEQ FEDERAL^,COMTEQ FEDERAL,0,10467036.69,605,0
2013,59:34.8,State and IAP,State,55,Motorola,MOTOROLA,0,10446312.1,101,0
2013,59:34.8,State and IAP,USAID,0,081124596^!,81124596,NULL,10426615.77,12,1
2013,59:34.8,State and IAP,USAID,33,DEVTECH SYSTEMS^,DEVTECH SYSTEMS,0,10385974,13,0
2013,59:34.8,State and IAP,State,56,Hensel Phelps,HENSEL PHELPS CONSTRUCTION,0,10276275,1,0
2013,59:34.8,State and IAP,State,0,005987268^!,5987268,NULL,10153351.41,152,1
2013,59:34.8,State and IAP,State,0,790144414^!,790144414,NULL,10106794.81,122,1
2013,59:34.8,State and IAP,USAID,0,038992228^!,38992228,NULL,10002283.58,4,1
2013,59:34.8,State and IAP,State,0,111921859^!,111921859,NULL,9967109.31,104,1
2013,59:34.8,State and IAP,USAID,0,168720915^!,168720915,NULL,9899233.29,3,1
2013,59:34.8,State and IAP,State,57,CACI,CACI,0,9815913.62,58,0
2013,59:34.8,State and IAP,State,0,785120689^!,785120689,NULL,9689975.07,24,1
2013,59:34.8,State and IAP,State,0,608717450^!,608717450,NULL,9612275.37,197,1
2013,59:34.8,State and IAP,USAID,34,Interflow Communications (Pvt) Ltd^,Interflow Communications (Pvt) Ltd,0,9484616.42,6,0
2013,59:34.8,State and IAP,State,58,Environmental Chemical Corporation,ENVIRONMENTAL CHEMICAL,0,9451285.04,7,0
2013,59:34.8,State and IAP,State,0,Classified Domestic Contractor^,Classified Domestic Contractor,0,9433341.38,517,0
2013,59:34.8,State and IAP,USAID,35,MEDITERRANEAN SHIPPING COMPANY^,MEDITERRANEAN SHIPPING COMPANY,0,9233648.2,24,0
2013,59:34.8,State and IAP,State,0,557751734^!,557751734,NULL,9056497.16,5,1
2013,59:34.8,State and IAP,State,0,788253487^!,788253487,NULL,9055949.61,9,1
2013,59:34.8,State and IAP,State,0,139131044^!,139131044,NULL,8920103.63,11,1
2013,59:34.8,State and IAP,State,0,534082698^!,534082698,NULL,8875000,2,1
2013,59:34.8,State and IAP,State,59,"ALTUS CAPITAL PARTNERS [GICHNER SYSTEMS GROUP, INC ]^!","ALTUS CAPITAL PARTNERS [GICHNER SYSTEMS GROUP, INC ]",0,8829680,4,1
2013,59:34.8,State and IAP,State,0,782957927^!,782957927,NULL,8768695,5,1
2013,59:34.8,State and IAP,State,0,189033116^!,189033116,NULL,8727241.07,14,1
2013,59:34.8,State and IAP,USAID,36,Computer Sciences Corp.,COMPUTER SCIENCES,0,8696917.62,32,0
2013,59:34.8,State and IAP,State,0,791894814^!,791894814,NULL,8629761.75,23,1
2013,59:34.8,State and IAP,State,0,102888372^!,102888372,NULL,8555679.17,165,1
2013,59:34.8,State and IAP,State,0,808206507^!,808206507,NULL,8444481.6,13,1
2013,59:34.8,State and IAP,State,0,626405257^!,626405257,NULL,8443311.2,24,1
2013,59:34.8,State and IAP,State,0,141172358^!,141172358,NULL,8418309.17,41,1
2013,59:34.8,State and IAP,State,0,132599668^!,132599668,NULL,8417407.41,6,1
2013,59:34.8,State and IAP,State,60,"Apptis, Inc!",APPTIS,0,8282120.82,22,1
2013,59:34.8,State and IAP,State,0,360613710^!,360613710,NULL,8177490,1,1
2013,59:34.8,State and IAP,State,0,004874793^!,4874793,NULL,8168887.86,80,1
2013,59:34.8,State and IAP,State,0,552243883^!,552243883,NULL,8168623,4,1
2013,59:34.8,State and IAP,State,0,609233288^!,609233288,NULL,8083260.31,52,1
2013,59:34.8,State and IAP,USAID,37,CGI GROUP^,CGI GROUP,0,8074329,13,0
2013,59:34.8,State and IAP,USAID,0,106741978^!,106741978,NULL,8000000,2,1
2013,59:34.8,State and IAP,USAID,38,WEIDEMANN ASSOCIATES ORPOR^,WEIDEMANN ASSOCIATES ORPOR,0,7989561.63,12,0
2013,59:34.8,State and IAP,State,0,053614806^!,53614806,NULL,7988710.5,10,1
2013,59:34.8,State and IAP,USAID,0,078645914^!,78645914,NULL,7931863,6,1
2013,59:34.8,State and IAP,USAID,0,612399803^!,612399803,NULL,7907559,9,1
2013,59:34.8,State and IAP,State,0,565476603^!,565476603,NULL,7816721.3,13,1
2013,59:34.8,State and IAP,USAID,0,153876610^!,153876610,NULL,7808937,2,1
2013,59:34.8,State and IAP,State,0,022664569^!,22664569,NULL,7776896,4,1
2013,59:34.8,State and IAP,State,0,609598474^!,609598474,NULL,7760555.4,27,1
2013,59:34.8,State and IAP,State,0,850485050^!,850485050,NULL,7748909.64,1,1
2013,59:34.8,State and IAP,State,0,614875859^!,614875859,NULL,7733048.63,17,1
2013,59:34.8,State and IAP,USAID,39,SEALIFT HOLDINGS^,SEALIFT HOLDINGS,0,7721951.3,6,0
2013,59:34.8,State and IAP,State,0,102242844^!,102242844,NULL,7600297.81,88,1
2013,59:34.8,State and IAP,State,0,535151633^!,535151633,NULL,7599697.9,2,1
2013,59:34.8,State and IAP,State,0,809887164^!,809887164,NULL,7527552.1,6,1
2013,59:34.8,State and IAP,State,61,Northrop Grumman,NORTHROP GRUMMAN,0,7489837.16,55,0
2013,59:34.8,State and IAP,State,0,037723202^!,37723202,NULL,7458021.4,123,1
2013,59:34.8,State and IAP,USAID,40,AMERICAN INSTITUTE FOR RESEARCH^,AMERICAN INSTITUTE FOR RESEARCH,0,7391868,1,0
2013,59:34.8,State and IAP,State,0,053607107^!,53607107,NULL,7300336.11,17,1
2013,59:34.8,State and IAP,State,0,077523426^!,77523426,NULL,7290087.32,9,1
2013,59:34.8,State and IAP,State,62,Jacobs Engineering Group,JACOBS ENGINEERING GROUP,0,7209150.01,32,0
2013,59:34.8,State and IAP,State,0,039715040^!,39715040,NULL,7145701,6,1
2013,59:34.8,State and IAP,State,63,Atlantic Diving Supply,ATLANTIC DIVING SUPPLY,0,7133575.04,51,0
2013,59:34.8,State and IAP,State,0,962703703^!,962703703,NULL,7112606.94,16,1
2013,59:34.8,State and IAP,State,0,884737057^!,884737057,NULL,7038754.17,19,1
2013,59:34.8,State and IAP,USAID,41,THE MITCHELL GROUP^,THE MITCHELL GROUP,0,7026463,9,0
2013,59:34.8,State and IAP,USAID,0,848843488^!,848843488,NULL,7020665.03,3,1
2013,59:34.8,State and IAP,State,0,603632498^!,603632498,NULL,6843511.31,5,1
2013,59:34.8,State and IAP,USAID,0,782957927^!,782957927,NULL,6836887,7,1
2013,59:34.8,State and IAP,USAID,42,JUAREZ & ASSOCIATES^,JUAREZ & ASSOCIATES,0,6824515,5,0
2013,59:34.8,State and IAP,USAID,0,780679114^!,780679114,NULL,6778793.17,9,1
2013,59:34.8,State and IAP,USAID,0,141709696^!,141709696,NULL,6696927.86,5,1
2013,59:34.8,State and IAP,State,0,603985313^!,603985313,NULL,6684885.43,18,1
2013,59:34.8,State and IAP,State,0,787567924^!,787567924,NULL,6670556.56,6,1
2013,59:34.8,State and IAP,PEACE CORPS,0,086710329^!,86710329,NULL,6666758,1,1
2013,59:34.8,State and IAP,State,0,557360067^!,557360067,NULL,6636938.14,27,1
2013,59:34.8,State and IAP,State,0,081683828^!,81683828,NULL,6623484.36,22,1
2013,59:34.8,State and IAP,State,0,781234823^!,781234823,NULL,6616414.83,2,1
2013,59:34.8,State and IAP,State,0,315369934^!,315369934,NULL,6567567.56,1,1
2013,59:34.8,State and IAP,State,0,075814673^!,75814673,NULL,6546842.18,6,1
2013,59:34.8,State and IAP,State,64,PITNEY BOWES^,PITNEY BOWES,0,6545238.34,50,0
2013,59:34.8,State and IAP,State,0,784371478^!,784371478,NULL,6517149.57,14,1
2013,59:34.8,State and IAP,USAID,43,AT&T,AT&T,0,6511370.55,50,0
2013,59:34.8,State and IAP,State,0,969055321^!,969055321,NULL,6502871.87,2,1
2013,59:34.8,State and IAP,State,65,PREFERRED SYSTEMS SOLUTIONS^,PREFERRED SYSTEMS SOLUTIONS,0,6477889.07,9,0
