SubCustomer,ServicesCategory,VendorSize,SumOfobligatedAmount,SumOfnumberOfActions,Legacy
DLA,ERS,Small,6495596,50,Professional Service
DLA,FRS&C,Medium >1B,3517992,7,Professional Service
DLA,FRS&C,Medium >1B (Small Subsidiary),508627,1,Professional Service
DLA,Fuel,Large: Big 6,622318,1,Professional Service
DLA,PAMS,Large,121866757,428,Professional Service
DLA,PAMS,Medium >1B,3557737,6,Professional Service
DLA,PAMS,Medium >1B (Small Subsidiary),6378579,3,Professional Service
DLA,R&D,Large,114663119,369,Professional Service
DLA,R&D,Small,1770816,7,Professional Service
MDA,FRS&C,Medium >1B,2365248,12,Professional Service
MDA,ICT,Large: Big 6 (Small Subsidiary),255138,3,Professional Service
MDA,ICT,Medium <1B,1803335,11,Professional Service
MDA,PAMS,Large,2856194.65,11,Professional Service
MDA,PAMS,Medium >1B,655441,3,Professional Service
MDA,PAMS,Small,12632327,78,Professional Service
MDA,R&D,Small,30308987,96,Professional Service
MilitaryHealth,ICT,Medium <1B,-40468,2,Professional Service
MilitaryHealth,MED,Medium >1B,1177500446,128,Other Service
Navy,FRS&C,Large,764925476,2616,Professional Service
Navy,FRS&C,Large (Small Subsidiary),4796089,47,Other Service
Navy,FRS&C,Medium <1B,1046475547,3795,Other Service
Navy,FRS&C,Small,1217115437,19823,Professional Service
Navy,PAMS,Medium <1B,1536435461,11849,Professional Service
Navy,PAMS,Small,1518589090,9633,Professional Service
Navy,R&D,Small,899415574.5,3796,Professional Service
Other DoD,FRS&C,Large,268567798,16,Other Service
Other DoD,FRS&C,Large: Big 6,6374998,8,Professional Service
Other DoD,FRS&C,Medium >1B,213293123,23,Other Service
Other DoD,ICT,Large,1441609307,6320,Professional Service
Other DoD,MED,Large (Small Subsidiary),800000,2,Other Service
Other DoD,MED,Medium <1B,347787,2,Other Service
Other DoD,PAMS,Medium >1B,4266009,15,Professional Service
Other DoD,R&D,Medium >1B,27684759,41,Professional Service
Air Force,FRS&C,Large,16187873,43,Other Service
Air Force,FRS&C,Small,139819538,693,Other Service
Air Force,ICT,Large (Small Subsidiary),31125235,93,Professional Service
Air Force,ICT,Large: Big 6 (Small Subsidiary),2079499,24,Professional Service
Air Force,ICT,Medium <1B,278580690,1026,Professional Service
Air Force,Products,Medium >1B (Small Subsidiary),12201589,27,Professional Service
Air Force,ERS,Small,337291024.6,1337,Professional Service
Air Force,FRS&C,Large: Big 6 JV,13200000,1,Professional Service
Air Force,PAMS,Large,2482880059,2996,Professional Service
Air Force,PAMS,Medium >1B (Small Subsidiary),50518483,91,Professional Service
Air Force,R&D,Large: Big 6 (Small Subsidiary),99401030,48,Professional Service
Air Force,R&D,Medium <1B,462306959,1272,Professional Service
Army,FRS&C,Large: Big 6,48600363,23,Other Service
Army,FRS&C,Large: Big 6,106395991.4,61,Professional Service
Army,FRS&C,Medium >1B (Small Subsidiary),360052,3,Other Service
Army,ICT,Large,681578356.8,1954,Professional Service
Army,ICT,Medium >1B (Small Subsidiary),11360871,53,Professional Service
Army,ICT,Unlabeled,35944,2,Professional Service
Army,MED,Unlabeled,720,1,Other Service
Army,PAMS,Small,1175344794,13791,Professional Service
Army,Products,Small,2200921058,26453,Professional Service
DLA,FRS&C,Large: Big 6 (Small Subsidiary),537677,13,Professional Service
DLA,FRS&C,Medium <1B,89387974.4,535,Professional Service
DLA,Fuel,Medium >1B,132908847,10,Professional Service
DLA,Products,Small,2906997335,27207,Professional Service
DLA,Products,Unlabeled,0,NULL,Professional Service
MDA,FRS&C,Large,105169726,204,Professional Service
MDA,R&D,Large (Small Subsidiary),12457943,18,Professional Service
MDA,R&D,Large: Big 6 (Small Subsidiary),69960,1,Professional Service
MDA,R&D,Medium <1B,40053017,47,Professional Service
MilitaryHealth,MED,Large,2999045031,212,Other Service
MilitaryHealth,PAMS,Small,2876078,12,Professional Service
MilitaryHealth,Products,Large,66491,2,Professional Service
MilitaryHealth,Products,Small,31500,1,Professional Service
Navy,ERS,Large,910302804.5,1573,Professional Service
Navy,ERS,Unlabeled,0,NULL,Professional Service
Navy,FRS&C,Medium >1B,36076013,562,Other Service
Navy,Fuel,Small,488351,11,Professional Service
Navy,ICT,Large (Small Subsidiary),13295026,84,Professional Service
Navy,ICT,Large: Big 6 (Small Subsidiary),4575161.6,25,Professional Service
Navy,ICT,Medium <1B,380006619,1347,Professional Service
Navy,MED,Medium <1B,79996537,289,Other Service
Navy,MED,Small,10084996,55,Professional Service
Navy,PAMS,Large: Big 6,1468451648,3323,Professional Service
Navy,Products,Large: Big 6,11960467571,5507,Professional Service
Other DoD,ERS,Large: Big 6,226427865,493,Professional Service
Other DoD,ERS,Medium <1B,8341873.2,43,Professional Service
Other DoD,ICT,Medium >1B (Small Subsidiary),4094515,16,Professional Service
Other DoD,MED,Small,56222,2,Other Service
Other DoD,PAMS,Large,363164599.8,612,Professional Service
Other DoD,PAMS,Small,153748274.1,760,Professional Service
Other DoD,Products,Large (Small Subsidiary),2717313,38,Professional Service
Other DoD,Products,Small,324499183,2939,Professional Service
Other DoD,Unlabeled,Medium >1B,1896027,1,Professional Service
Air Force,ERS,Medium >1B (Small Subsidiary),-2031,1,Professional Service
Air Force,FRS&C,Medium >1B,154801702,49,Other Service
Air Force,FRS&C,Medium >1B,14574336,63,Professional Service
Air Force,ICT,Large: Big 6 JV,-93483,2,Professional Service
Air Force,ICT,Medium >1B,22392303,91,Professional Service
Air Force,MED,Medium <1B,11483966,96,Other Service
Air Force,MED,Medium <1B,520022,16,Professional Service
Air Force,R&D,Large,755382421,1235,Professional Service
Air Force,R&D,Medium >1B (Small Subsidiary),11320940,48,Professional Service
Air Force,R&D,Unlabeled,324269,11,Professional Service
Air Force,Unlabeled,Large,22856,1,Professional Service
Air Force,Unlabeled,Small,10750.5,4,Professional Service
Army,ERS,Large,700513531.5,797,Professional Service
Army,ERS,Small,315939008,6730,Professional Service
Army,ERS,Unlabeled,204174,5,Professional Service
Army,Fuel,Large (Small Subsidiary),47475,1,Professional Service
Other DoD,R&D,Small,106121843,307,Professional Service
Other DoD,Unlabeled,Medium <1B,76930,8,Professional Service
Other DoD,Unlabeled,Small,24545,3,Professional Service
Air Force,FRS&C,Large (Small Subsidiary),-143076,2,Other Service
Air Force,FRS&C,Large (Small Subsidiary),5280749,41,Professional Service
Air Force,FRS&C,Medium <1B,81269212,123,Other Service
Air Force,FRS&C,Small,1327643209,8276,Professional Service
Air Force,PAMS,Medium >1B,277353174,420,Professional Service
Air Force,Products,Medium >1B,269593446,373,Professional Service
Army,ERS,Large: Big 6,122770406,158,Professional Service
Army,Fuel,Medium >1B (Small Subsidiary),4120,1,Professional Service
Army,MED,Large (Small Subsidiary),866793,2,Other Service
Army,PAMS,Large (Small Subsidiary),44150061,365,Professional Service
Army,PAMS,Large: Big 6 (Small Subsidiary),13585323,108,Professional Service
Army,PAMS,Medium <1B,2051390231,11071,Professional Service
Army,Products,Large (Small Subsidiary),43877321,659,Professional Service
Army,R&D,Large: Big 6,2155288038,2458,Professional Service
Army,R&D,Medium >1B (Small Subsidiary),16584620,61,Professional Service
Army,Unlabeled,Medium >1B,1723112,1,Professional Service
Army,Unlabeled,Unlabeled,0,1,Professional Service
DLA,Fuel,Medium >1B (Small Subsidiary),106234956,25,Professional Service
DLA,MED,Small,155020,3,Professional Service
DLA,PAMS,Medium <1B,83819966.5,275,Professional Service
DLA,PAMS,Small,39206022,225,Professional Service
DLA,Products,Large (Small Subsidiary),22625957,198,Professional Service
DLA,Products,Large: Big 6 (Small Subsidiary),10006299,97,Professional Service
DLA,Products,Medium <1B,2427491719,16901,Professional Service
MDA,ERS,Small,143615.2,1,Professional Service
MDA,ICT,Large: Big 6,2568000,5,Professional Service
MDA,PAMS,Large: Big 6,-65000,1,Professional Service
MDA,Products,Large,572272,3,Professional Service
Navy,ERS,Medium >1B,270647277,703,Professional Service
Navy,FRS&C,Large,102432017,488,Other Service
Navy,FRS&C,Medium >1B,241440588,1312,Professional Service
Navy,FRS&C,Unlabeled,0,2,Other Service
Navy,FRS&C,Unlabeled,35000,1,Professional Service
Navy,R&D,Large (Small Subsidiary),29583651,88,Professional Service
Navy,R&D,Large: Big 6 (Small Subsidiary),126080208,166,Professional Service
Navy,R&D,Medium <1B,637536830.4,2161,Professional Service
Navy,Unlabeled,Large: Big 6 (Small Subsidiary),632786,7,Professional Service
Navy,Unlabeled,Medium <1B,29015301,9,Professional Service
Other DoD,FRS&C,Large: Big 6,2031998,1,Other Service
Other DoD,FRS&C,Medium <1B,89442107,22,Other Service
Other DoD,ICT,Medium >1B,47921821,211,Professional Service
Other DoD,R&D,Medium >1B (Small Subsidiary),18587284,73,Professional Service
Other DoD,Unlabeled,Large,88444.4,7,Professional Service
Air Force,ERS,Medium >1B,10716101,11,Professional Service
Air Force,FRS&C,Medium >1B (Small Subsidiary),234462931,823,Professional Service
Air Force,ICT,Large,307965747.8,811,Professional Service
Air Force,ICT,Small,403159915.8,1710,Professional Service
Air Force,MED,Small,23892539.4,148,Other Service
Air Force,PAMS,Small,1215926363,4884,Professional Service
Air Force,Products,Large: Big 6 (Small Subsidiary),27738338,78,Professional Service
Air Force,Products,Medium <1B,1079568450,5803,Professional Service
Air Force,R&D,Medium >1B,1306524835,267,Professional Service
Army,FRS&C,Large,992706679,686,Other Service
Army,FRS&C,Large,3369795913,3060,Professional Service
Army,FRS&C,Small,1779136360,7892,Other Service
Army,FRS&C,Unlabeled,4773656.66,24,Professional Service
Army,R&D,Large (Small Subsidiary),101677436,333,Professional Service
Army,R&D,Large: Big 6 (Small Subsidiary),35421723,138,Professional Service
Army,R&D,Medium <1B,748156826,2140,Professional Service
Army,Unlabeled,Large (Small Subsidiary),85482.89,2,Professional Service
Other DoD,PAMS,Medium <1B,159072382.7,493,Professional Service
Other DoD,Products,Medium >1B,8914227,38,Professional Service
Other DoD,R&D,Large: Big 6 (Small Subsidiary),9179165,8,Professional Service
Other DoD,R&D,Medium <1B,101758097.7,199,Professional Service
Air Force,ERS,Medium >1B,30662908,13,Professional Service
Air Force,FRS&C,Medium <1B,1195722341,3844,Professional Service
Air Force,ICT,Large: Big 6,753013905,1549,Professional Service
Air Force,ICT,Medium >1B (Small Subsidiary),48394519,150,Professional Service
Air Force,ICT,Unlabeled,26452,1,Professional Service
Air Force,MED,Large,194892,4,Other Service
Air Force,MED,Unlabeled,30013,2,Other Service
Air Force,Products,Large,3648925590,4926,Professional Service
Air Force,Products,Small,1606802967,7119,Professional Service
Air Force,Products,Unlabeled,1283609017,20,Professional Service
Army,ERS,Medium >1B (Small Subsidiary),5789069,12,Professional Service
Army,MED,Large,254918545.6,235,Other Service
Army,MED,Medium >1B (Small Subsidiary),1232374,8,Other Service
Army,Products,Large,3653497391,10342,Professional Service
DLA,ICT,Large: Big 6,14622203,32,Professional Service
DLA,ICT,Medium >1B (Small Subsidiary),1240211,7,Professional Service
DLA,Products,Large,2540283999,23359,Professional Service
MDA,R&D,Large: Big 6,2083150505,43,Professional Service
MilitaryHealth,ICT,Large,-5453,3,Professional Service
Navy,ICT,Medium >1B,52306096,266,Professional Service
Navy,MED,Large (Small Subsidiary),775580,3,Other Service
Navy,MED,Medium <1B,20464379.34,63,Professional Service
Navy,PAMS,Medium >1B,448192058,3197,Professional Service
Navy,R&D,Large,1883910006,2146,Professional Service
Navy,R&D,Medium >1B (Small Subsidiary),8544520,69,Professional Service
Navy,Unlabeled,Large,2991663,8,Professional Service
Navy,Unlabeled,Small,20000440,13,Professional Service
Navy,Unlabeled,Unlabeled,0,NULL,Professional Service
Other DoD,FRS&C,Small,29023608,40,Other Service
Other DoD,FRS&C,Small,37686737,219,Professional Service
Other DoD,Products,Medium >1B,62106142,52,Professional Service
Other DoD,R&D,Large: Big 6,150502244,70,Professional Service
Other DoD,R&D,Large: Big 6 (Small Subsidiary),12664365,16,Professional Service
Other DoD,R&D,Medium <1B,117862695,209,Professional Service
Air Force,ERS,Large,1944671128,1902,Professional Service
Air Force,ERS,Unlabeled,244160,8,Professional Service
Air Force,FRS&C,Large: Big 6,181464262,155,Professional Service
Air Force,FRS&C,Large: Big 6 (Small Subsidiary),35878,1,Professional Service
Air Force,FRS&C,Medium <1B,1324488810,3906,Professional Service
Air Force,FRS&C,Medium >1B (Small Subsidiary),322126,5,Other Service
Air Force,Fuel,Large (Small Subsidiary),1357234,7,Professional Service
Air Force,Fuel,Medium <1B,2037153,16,Professional Service
Air Force,Fuel,Small,3711888,28,Professional Service
Air Force,ICT,Large: Big 6,945181123.7,1781,Professional Service
Air Force,MED,Unlabeled,29879,1,Other Service
Air Force,PAMS,Large: Big 6,4849052458,2384,Professional Service
Air Force,Products,Small,1777371651,9899,Professional Service
Air Force,Products,Unlabeled,22494966,46,Professional Service
Army,ERS,Medium >1B (Small Subsidiary),7144453,19,Professional Service
Army,FRS&C,Large (Small Subsidiary),1021172,31,Other Service
Army,FRS&C,Large (Small Subsidiary),11963173,152,Professional Service
Army,FRS&C,Large: Big 6 (Small Subsidiary),5839,2,Other Service
Army,FRS&C,Large: Big 6 (Small Subsidiary),1299690,45,Professional Service
Army,FRS&C,Medium <1B,3329266015,6339,Other Service
Army,FRS&C,Medium <1B,2556262274,13554,Professional Service
Army,FRS&C,Small,2583221071,30627,Professional Service
Army,MED,Medium >1B,101243413,7,Other Service
Army,PAMS,Large: Big 6 JV,2037741,11,Professional Service
Army,Products,Medium >1B,692124630,1259,Professional Service
Air Force,ERS,Large,916758130,1164,Professional Service
Air Force,ERS,Medium >1B (Small Subsidiary),204931,3,Professional Service
Air Force,Fuel,Medium <1B,1144588,7,Professional Service
Air Force,Fuel,Small,5167482,30,Professional Service
Air Force,PAMS,Large: Big 6,2225918173,1873,Professional Service
Air Force,R&D,Large: Big 6,5118783178,2090,Professional Service
Air Force,Unlabeled,Unlabeled,0,NULL,Professional Service
Army,FRS&C,Large (Small Subsidiary),11842250,38,Other Service
Army,FRS&C,Large (Small Subsidiary),4354833,96,Professional Service
Army,FRS&C,Large: Big 6 (Small Subsidiary),-3760,6,Other Service
Army,FRS&C,Medium <1B,3342046506,4579,Other Service
Army,FRS&C,Medium <1B,2472058333,10248,Professional Service
Army,FRS&C,Small,2007095220,21991,Professional Service
Army,ICT,Large: Big 6,278574231,622,Professional Service
Army,MED,Medium >1B,82885145,14,Other Service
Army,PAMS,Large: Big 6 JV,3111060,9,Professional Service
Army,Products,Medium >1B,664401224,598,Professional Service
Army,Products,Unlabeled,82179358,180,Professional Service
Army,R&D,Large: Big 6 JV,726898459,74,Professional Service
Army,Unlabeled,Large: Big 6,240001,4,Professional Service
Army,Unlabeled,Medium >1B (Small Subsidiary),0,NULL,Professional Service
DLA,FRS&C,Medium <1B,993848,4,Other Service
DLA,FRS&C,Small,73998275,395,Professional Service
DLA,Fuel,Large,3170872884,153,Professional Service
DLA,Products,Medium >1B,148509292,653,Professional Service
MDA,ICT,Medium >1B,172750,2,Professional Service
MilitaryHealth,MED,Medium <1B,4026360,12,Other Service
Navy,ERS,Large (Small Subsidiary),13800382,64,Professional Service
Navy,ERS,Large: Big 6 (Small Subsidiary),19756388,67,Professional Service
Navy,ERS,Medium <1B,1070597513,7078,Professional Service
Navy,ERS,Small,921034019,9794,Professional Service
Navy,FRS&C,Large: Big 6,164342170,400,Professional Service
Navy,FRS&C,Medium >1B (Small Subsidiary),38512560,306,Professional Service
Navy,Fuel,Medium <1B,1676405,28,Professional Service
Navy,ICT,Large,622704742.2,2666,Professional Service
Navy,ICT,Medium >1B (Small Subsidiary),13882169,53,Professional Service
Navy,ICT,Small,407564244.9,2234,Professional Service
Navy,MED,Small,86884257.84,775,Other Service
Navy,PAMS,Large,1555891255,4855,Professional Service
Navy,PAMS,Medium >1B (Small Subsidiary),18442437,200,Professional Service
Navy,Products,Large: Big 6 (Small Subsidiary),42130908,63,Professional Service
Navy,Products,Medium <1B,1825027769,7726,Professional Service
Navy,Products,Small,1809068408,11447,Professional Service
Navy,R&D,Medium >1B,119290558,523,Professional Service
Other DoD,ERS,Large,6343819,33,Professional Service
Other DoD,ERS,Medium >1B (Small Subsidiary),50800,1,Professional Service
Other DoD,FRS&C,Large (Small Subsidiary),53162,1,Professional Service
Other DoD,FRS&C,Medium <1B,75980682,186,Professional Service
Other DoD,ICT,Large: Big 6,470683688.6,483,Professional Service
Other DoD,PAMS,Large (Small Subsidiary),3647060,12,Professional Service
Other DoD,PAMS,Large: Big 6 (Small Subsidiary),11365300,20,Professional Service
Other DoD,PAMS,Medium <1B,272933827.7,670,Professional Service
Other DoD,Products,Large,360006425,1060,Professional Service
Other DoD,Products,Unlabeled,175237105,313,Professional Service
Air Force,MED,Large,166625,1,Professional Service
Air Force,MED,Small,13873211,78,Professional Service
Air Force,MED,Unlabeled,78048,6,Professional Service
Air Force,Products,Large (Small Subsidiary),86943340,414,Professional Service
Air Force,R&D,Large: Big 6,6013952057,2514,Professional Service
Air Force,Unlabeled,Medium >1B,567005,1,Professional Service
Army,ERS,Medium >1B,77803640,202,Professional Service
Army,Fuel,Large,241595,5,Professional Service
Army,Fuel,Unlabeled,300000,1,Professional Service
Air Force,PAMS,Large: Big 6 (Small Subsidiary),50967124,78,Professional Service
Air Force,PAMS,Medium <1B,1023920375,3200,Professional Service
Air Force,R&D,Large,1210570132,1196,Professional Service
Air Force,R&D,Medium >1B,1107098970,234,Professional Service
Air Force,R&D,Medium >1B (Small Subsidiary),9727800,41,Professional Service
Army,FRS&C,Large,1071820453,2133,Professional Service
Army,FRS&C,Unlabeled,5008442,28,Professional Service
Army,Fuel,Small,2185004,226,Professional Service
Army,PAMS,Large: Big 6,1148415045,1585,Professional Service
Army,Products,Large: Big 6,6127742261,2838,Professional Service
Army,R&D,Large (Small Subsidiary),35086201,116,Professional Service
Army,R&D,Large: Big 6 (Small Subsidiary),37043608,151,Professional Service
Army,R&D,Medium <1B,859172634,2197,Professional Service
Army,R&D,Small,915565884.5,3881,Professional Service
DLA,FRS&C,Large,28271400,71,Professional Service
DLA,FRS&C,Unlabeled,1020000,4,Professional Service
DLA,Fuel,Small,550462751,542,Professional Service
DLA,PAMS,Large: Big 6,633757,4,Professional Service
DLA,Products,Large: Big 6,279942702,2324,Professional Service
DLA,R&D,Medium <1B,16707134,77,Professional Service
MDA,FRS&C,Large: Big 6,123367,1,Professional Service
MDA,ICT,Large,9390987,12,Professional Service
MDA,PAMS,Large (Small Subsidiary),40200,1,Professional Service
MDA,PAMS,Medium <1B,3933154,16,Professional Service
Navy,FRS&C,Large (Small Subsidiary),30279661,237,Professional Service
Navy,FRS&C,Large: Big 6 (Small Subsidiary),246536,28,Professional Service
Navy,FRS&C,Medium <1B,1112628400,13845,Professional Service
Navy,MED,Large,84535,1,Professional Service
Navy,MED,Medium >1B (Small Subsidiary),484881,26,Professional Service
Navy,R&D,Large: Big 6,4353867510,1426,Professional Service
Other DoD,FRS&C,Large,6520745,30,Professional Service
Other DoD,FRS&C,Medium >1B,20661774,8,Professional Service
Other DoD,FRS&C,Medium >1B (Small Subsidiary),23705241,13,Professional Service
Other DoD,ICT,Large (Small Subsidiary),13321896,46,Professional Service
Other DoD,ICT,Large: Big 6 (Small Subsidiary),17880590,45,Professional Service
Other DoD,ICT,Medium <1B,246219159.2,847,Professional Service
Other DoD,MED,Medium <1B,246326,3,Professional Service
Other DoD,PAMS,Large: Big 6,405495298,418,Professional Service
Other DoD,R&D,Small,141799469,416,Professional Service
Other DoD,Unlabeled,Medium <1B,1230197.85,12,Professional Service
NULL,Fuel,Small,0,NULL,Professional Service
Air Force,ERS,Large (Small Subsidiary),4671085,16,Professional Service
Air Force,ERS,Large: Big 6 (Small Subsidiary),11002083,9,Professional Service
Air Force,ERS,Medium <1B,848921809,1243,Professional Service
Air Force,FRS&C,Large (Small Subsidiary),-341755,1,Other Service
Air Force,FRS&C,Large: Big 6 JV,56291899,41,Professional Service
Air Force,FRS&C,Medium <1B,83556705,126,Other Service
Air Force,FRS&C,Small,1824354432,9659,Professional Service
Air Force,ICT,Medium >1B (Small Subsidiary),58117077.09,158,Professional Service
Air Force,MED,Large,820505,6,Other Service
Army,FRS&C,Large: Big 6,21414689,47,Other Service
Army,ICT,Medium >1B,79538532,181,Professional Service
Army,MED,Small,243867369,1835,Other Service
Army,Products,Large (Small Subsidiary),158889827,1444,Professional Service
Army,Products,Large: Big 6 (Small Subsidiary),62886341,348,Professional Service
Army,Products,Medium <1B,7957418694,26793,Professional Service
Army,Products,Small,3622371539,54423,Professional Service
Army,Unlabeled,Medium >1B,44390413,3,Professional Service
DLA,ICT,Medium >1B,1294725,9,Professional Service
DLA,MED,Small,219851,5,Other Service
DLA,PAMS,Small,35514287.58,233,Professional Service
DLA,Products,Large (Small Subsidiary),89259869,964,Professional Service
DLA,Products,Large: Big 6 (Small Subsidiary),42778579,133,Professional Service
Army,R&D,Small,1073439459,4664,Professional Service
DLA,ERS,Small,6186206,52,Professional Service
DLA,FRS&C,Large,21578676,73,Professional Service
DLA,FRS&C,Medium >1B,4484437,26,Professional Service
DLA,MED,Medium <1B,192000,1,Professional Service
DLA,PAMS,Large,180493227.6,479,Professional Service
DLA,Products,Large: Big 6 JV,55232,1,Professional Service
DLA,R&D,Large,100194239,247,Professional Service
DLA,R&D,Small,3633442,9,Professional Service
MDA,ICT,Large: Big 6 (Small Subsidiary),453437,8,Professional Service
MDA,ICT,Medium <1B,291855,6,Professional Service
MDA,PAMS,Large,15592922.05,25,Professional Service
MDA,PAMS,Small,10030218,47,Professional Service
MDA,R&D,Small,53825673,173,Professional Service
MilitaryHealth,MED,Medium >1B,1480527288,204,Other Service
Navy,ERS,Large: Big 6 JV,3118958,4,Professional Service
Navy,FRS&C,Large,1311408663,3260,Professional Service
Navy,FRS&C,Large (Small Subsidiary),33980536,55,Other Service
Navy,FRS&C,Medium <1B,1253773683,3435,Other Service
Navy,FRS&C,Small,1402237617,19065,Professional Service
Navy,MED,Medium >1B (Small Subsidiary),2877082,52,Professional Service
Navy,MED,Unlabeled,2100,1,Other Service
Navy,PAMS,Medium <1B,1245967205,8932,Professional Service
Other DoD,FRS&C,Large,19358414,2,Other Service
Other DoD,FRS&C,Large: Big 6,5531926,7,Professional Service
Other DoD,FRS&C,Medium >1B,98805624,35,Other Service
Other DoD,ICT,Large (Small Subsidiary),76895120,84,Professional Service
Other DoD,ICT,Large: Big 6 (Small Subsidiary),46522235,47,Professional Service
Other DoD,ICT,Medium <1B,309799679,1109,Professional Service
Other DoD,MED,Medium <1B,3218510,7,Other Service
Other DoD,MED,Small,324377,3,Professional Service
Other DoD,PAMS,Medium >1B,16119530,41,Professional Service
Other DoD,R&D,Medium >1B,28375171,45,Professional Service
Other DoD,Unlabeled,Medium <1B,2822931,6,Professional Service
Air Force,FRS&C,Large,22561864,36,Other Service
Air Force,FRS&C,Small,170353260,582,Other Service
Air Force,ICT,Large (Small Subsidiary),79092918.41,124,Professional Service
Air Force,ICT,Large: Big 6 (Small Subsidiary),8090380,19,Professional Service
Air Force,ICT,Medium <1B,333348978,1009,Professional Service
Air Force,PAMS,Small,1534943974,5476,Professional Service
Air Force,Products,Medium >1B (Small Subsidiary),8708749,24,Professional Service
Air Force,Unlabeled,Medium <1B,-7400,1,Professional Service
Army,ERS,Large: Big 6 (Small Subsidiary),848910,28,Professional Service
Army,ERS,Medium <1B,660032946.8,7068,Professional Service
Army,FRS&C,Large,1844473606,754,Other Service
Army,FRS&C,Medium >1B,188187240,285,Other Service
Army,ICT,Small,532671828.1,4880,Professional Service
Army,MED,Large: Big 6,11586661,3,Other Service
Army,Products,Medium >1B (Small Subsidiary),28666948,183,Professional Service
Army,Unlabeled,Medium <1B,103481,1,Professional Service
Army,Unlabeled,Small,2081262,7,Professional Service
DLA,ICT,Large (Small Subsidiary),5450857,14,Professional Service
DLA,ICT,Small,66556032.24,225,Professional Service
DLA,MED,Medium <1B,261840,3,Other Service
DLA,Products,Medium >1B (Small Subsidiary),43504511,82,Professional Service
MDA,ICT,Small,24869213.62,25,Professional Service
MilitaryHealth,Products,Large,463491,7,Professional Service
MilitaryHealth,Products,Medium >1B,8059,1,Professional Service
Navy,ERS,Large,1632859548,2218,Professional Service
Navy,ERS,Medium >1B,250381325,631,Professional Service
Navy,ERS,Medium >1B (Small Subsidiary),594594,22,Professional Service
Navy,FRS&C,Small,436692036,2481,Other Service
Navy,Fuel,Large,4751898,99,Professional Service
Navy,ICT,Large: Big 6,313276729.9,1614,Professional Service
Navy,Products,Large,5485113928,8666,Professional Service
Army,Fuel,Medium <1B,20639704,80,Professional Service
Army,Fuel,Small,5199991,415,Professional Service
Army,ICT,Large (Small Subsidiary),91336492,369,Professional Service
Army,ICT,Large: Big 6,468852097,877,Professional Service
Army,ICT,Large: Big 6 (Small Subsidiary),9760249,55,Professional Service
Army,ICT,Medium <1B,302977585.6,2354,Professional Service
Army,MED,Large: Big 6,3047868,4,Other Service
Army,PAMS,Large: Big 6,1514583275,1865,Professional Service
Army,Products,Large: Big 6,6158697480,4087,Professional Service
Army,Products,Medium >1B (Small Subsidiary),12019728,94,Professional Service
Army,Products,Unlabeled,368509752.3,173,Professional Service
DLA,ERS,Large,31546046,81,Professional Service
DLA,Fuel,Large (Small Subsidiary),60345662,10,Professional Service
DLA,Fuel,Medium <1B,1151571455,362,Professional Service
DLA,Fuel,Small,505218361.2,466,Professional Service
DLA,ICT,Large (Small Subsidiary),7163374,38,Professional Service
DLA,ICT,Large: Big 6 (Small Subsidiary),1092339,5,Professional Service
DLA,ICT,Medium <1B,30006851,95,Professional Service
DLA,PAMS,Medium >1B,6646916,16,Professional Service
DLA,Products,Large: Big 6,343384223,2681,Professional Service
DLA,Products,Medium >1B (Small Subsidiary),13480099,80,Professional Service
MDA,FRS&C,Large: Big 6,132958839,274,Professional Service
MDA,ICT,Large,9682701,9,Professional Service
MilitaryHealth,ICT,Medium <1B,38546,1,Professional Service
Navy,ERS,Large: Big 6,2786077934,2219,Professional Service
Navy,ICT,Medium >1B (Small Subsidiary),19865407,53,Professional Service
Navy,MED,Large,336225,9,Other Service
Navy,MED,Small,91845391.84,922,Other Service
Navy,PAMS,Large (Small Subsidiary),123916819,765,Professional Service
Navy,PAMS,Large: Big 6 (Small Subsidiary),128213308,110,Professional Service
Navy,PAMS,Small,1497096703,9914,Professional Service
Navy,Products,Large (Small Subsidiary),114781893,455,Professional Service
Navy,Products,Large: Big 6 (Small Subsidiary),39642212,160,Professional Service
Navy,Products,Medium <1B,1984431165,9503,Professional Service
Navy,R&D,Large: Big 6,6051187804,1394,Professional Service
Navy,Unlabeled,Large: Big 6 JV,0,1,Professional Service
Navy,Unlabeled,Medium >1B,4388,1,Professional Service
Other DoD,FRS&C,Medium >1B,14105611,11,Professional Service
Other DoD,PAMS,Large: Big 6,368144216,506,Professional Service
Other DoD,PAMS,Medium >1B (Small Subsidiary),39868820,60,Professional Service
Other DoD,Products,Medium >1B (Small Subsidiary),1074147,10,Professional Service
Other DoD,R&D,Large (Small Subsidiary),4733097,10,Professional Service
Other DoD,R&D,Small,272844331.1,409,Professional Service
Air Force,FRS&C,Large (Small Subsidiary),20791,1,Other Service
Air Force,FRS&C,Medium <1B,98000181,189,Other Service
Air Force,FRS&C,Small,1365858689,8883,Professional Service
Air Force,PAMS,Medium >1B,314354545,607,Professional Service
Air Force,Products,Large: Big 6 JV,600000,1,Professional Service
Air Force,Products,Medium >1B,361651732,616,Professional Service
Army,ERS,Large: Big 6,482859050,245,Professional Service
Army,Fuel,Large,236248,7,Professional Service
Army,Fuel,Medium >1B (Small Subsidiary),29380,8,Professional Service
Army,MED,Large,25885,4,Professional Service
Army,MED,Large (Small Subsidiary),229600,8,Other Service
Army,MED,Medium <1B,392673932.4,1478,Other Service
Army,MED,Small,322830596.2,3377,Other Service
