SubCustomer,ServicesCategory,VendorSize,SumOfobligatedAmount,SumOfnumberOfActions,Legacy
Navy,ERS,Medium <1B,1655371421,3667,Professional Service
Navy,FRS&C,Large: Big 6,9404323,22,Professional Service
Navy,FRS&C,Medium >1B,14623501,14,Other Service
Navy,ICT,Large,297597906,873,Professional Service
Navy,ICT,Medium >1B,906474,21,Professional Service
Navy,ICT,Small,339566817,1864,Professional Service
Navy,MED,Medium <1B,134105898,282,Other Service
Navy,MED,Small,20686313,199,Other Service
Navy,MED,Small,4480842,32,Professional Service
Navy,Products,Large: Big 6 (Small Subsidiary),105499,3,Professional Service
Navy,Products,Medium <1B,4469010414,9703,Professional Service
Other DoD,ERS,Large,4787720,20,Professional Service
Other DoD,FRS&C,Small,43341393,92,Other Service
Other DoD,ICT,Large: Big 6,10356222,15,Professional Service
Other DoD,Products,Large,287887098,545,Professional Service
Other DoD,Products,Medium >1B,28892525,18,Professional Service
Other DoD,Products,Unlabeled,27758985,47,Professional Service
Air Force,ERS,Large,1306359656,1281,Professional Service
Air Force,ERS,Unlabeled,80400,1,Professional Service
Air Force,Fuel,Medium <1B,49961988,180,Professional Service
Air Force,PAMS,Large: Big 6 JV,145400,1,Professional Service
Air Force,Products,Large (Small Subsidiary),1287200,14,Professional Service
Air Force,Products,Large: Big 6 (Small Subsidiary),1084579,2,Professional Service
Air Force,Products,Medium <1B,2198981894,10829,Professional Service
Air Force,Products,Small,1115934731,5568,Professional Service
Air Force,Products,Unlabeled,2236770102,2014,Professional Service
Army,ERS,Medium >1B,4025185,5,Professional Service
Army,FRS&C,Medium <1B,2159931247,5712,Professional Service
Army,Products,Large,2969781061,3741,Professional Service
Army,Products,Medium >1B,456471880,150,Professional Service
Army,Products,Small,1284515026,6287,Professional Service
Army,R&D,Medium >1B (Small Subsidiary),10910742,15,Professional Service
DLA,ERS,Large,2363012,6,Professional Service
DLA,Fuel,Large,1316140535,39,Professional Service
DLA,Products,Large,212083012,1469,Professional Service
DLA,Products,Medium >1B,36288421,177,Professional Service
DLA,Products,Small,1299818618,8559,Professional Service
MDA,R&D,Medium >1B (Small Subsidiary),2551000,2,Professional Service
MilitaryHealth,MED,Medium <1B,121341860,167,Other Service
Navy,ERS,Small,1074120949,3639,Professional Service
Navy,FRS&C,Medium >1B (Small Subsidiary),617470,5,Professional Service
Navy,Fuel,Medium <1B,4664264,61,Professional Service
Navy,MED,Medium <1B,4932099,19,Professional Service
Navy,PAMS,Large,1187792590,1961,Professional Service
Navy,PAMS,Medium >1B,167486793,233,Professional Service
Navy,R&D,Large,2921792553,1163,Professional Service
Navy,R&D,Medium >1B,67207260,106,Professional Service
Other DoD,FRS&C,Medium <1B,16542998,46,Professional Service
Air Force,FRS&C,Medium >1B,-558131,2,Other Service
Air Force,FRS&C,Medium >1B,132915392,97,Professional Service
Air Force,MED,Medium <1B,10912982,64,Other Service
Air Force,MED,Medium <1B,863101,13,Professional Service
Air Force,PAMS,Large: Big 6,897807885,929,Professional Service
Air Force,R&D,Large,1744609262,1461,Professional Service
Air Force,R&D,Small,513316279,2033,Professional Service
Army,ERS,Small,147084698,1269,Professional Service
Army,FRS&C,Large (Small Subsidiary),746888,7,Other Service
Army,FRS&C,Large (Small Subsidiary),881031,8,Professional Service
Army,FRS&C,Medium <1B,2155553046,3513,Other Service
Army,FRS&C,Medium <1B,1972008029,6268,Professional Service
Army,FRS&C,Small,1693284802,8896,Professional Service
Army,Fuel,Medium <1B,2260244,36,Professional Service
Army,Fuel,Small,1141424,24,Professional Service
Army,ICT,Large: Big 6,256534383,293,Professional Service
Army,ICT,Large: Big 6 (Small Subsidiary),4379889,11,Professional Service
Army,ICT,Medium <1B,470362699,1626,Professional Service
Army,PAMS,Medium >1B,124062761,338,Professional Service
Army,Products,Medium >1B,446384296,184,Professional Service
Army,Products,Unlabeled,52512478,95,Professional Service
DLA,FRS&C,Medium <1B,273979,2,Other Service
DLA,FRS&C,Small,39652939,306,Professional Service
DLA,Fuel,Small,914252096,672,Professional Service
DLA,PAMS,Medium >1B,86115,2,Professional Service
DLA,Products,Medium >1B,37471299,282,Professional Service
MilitaryHealth,ERS,Large,26120,1,Professional Service
MilitaryHealth,ICT,Medium <1B,278988,2,Professional Service
Navy,ERS,Large: Big 6,408478552,546,Professional Service
Navy,Fuel,Large,-52538,14,Professional Service
Navy,ICT,Large,287059430,697,Professional Service
Navy,ICT,Medium >1B (Small Subsidiary),815346,12,Professional Service
Navy,MED,Large,1898424,3,Other Service
Navy,MED,Small,13305383,118,Other Service
Navy,PAMS,Large (Small Subsidiary),32749394,171,Professional Service
Navy,PAMS,Large: Big 6 (Small Subsidiary),9193899,39,Professional Service
Navy,PAMS,Small,1405778284,7008,Professional Service
Navy,Products,Large (Small Subsidiary),12227066,101,Professional Service
Navy,Products,Large: Big 6 (Small Subsidiary),31652017,61,Professional Service
Navy,Products,Medium <1B,2770821108,8648,Professional Service
Navy,Products,Small,890967932,5996,Professional Service
Navy,R&D,Medium >1B,59464421,147,Professional Service
Other DoD,ERS,Small,818239,13,Professional Service
Other DoD,PAMS,Large: Big 6,4875978,10,Professional Service
Other DoD,Products,Large,135595414,548,Professional Service
Other DoD,Products,Medium >1B (Small Subsidiary),220886,2,Professional Service
Other DoD,R&D,Small,163586119,460,Professional Service
Air Force,Products,Large: Big 6 JV,201768,3,Professional Service
Air Force,R&D,Large: Big 6,5015268691,1406,Professional Service
Army,ERS,Large: Big 6,98502059,72,Professional Service
Army,FRS&C,Medium >1B (Small Subsidiary),7877432,24,Professional Service
Army,MED,Large (Small Subsidiary),64994,2,Other Service
Army,MED,Large: Big 6 (Small Subsidiary),745826,2,Other Service
Army,MED,Medium <1B,369619517,367,Other Service
Army,MED,Small,106497929,707,Other Service
Army,MED,Small,16729147,102,Professional Service
Army,PAMS,Large: Big 6 (Small Subsidiary),66342587,325,Professional Service
Army,PAMS,Medium <1B,1233342708,7233,Professional Service
Army,Products,Large (Small Subsidiary),79700833,452,Professional Service
Army,Products,Large: Big 6 (Small Subsidiary),65351689,95,Professional Service
Army,Products,Medium <1B,2783839378,9335,Professional Service
Army,R&D,Large: Big 6 JV,188953904,26,Professional Service
Army,R&D,Medium >1B,398092411,320,Professional Service
DLA,FRS&C,Medium >1B (Small Subsidiary),5857290,9,Professional Service
Army,Products,Large: Big 6,2473136998,1633,Professional Service
Army,Products,Medium >1B (Small Subsidiary),6068035,34,Professional Service
Army,R&D,Small,712669285,2426,Professional Service
Army,R&D,Unlabeled,99735,1,Professional Service
DLA,Fuel,Large: Big 6,655950,2,Professional Service
DLA,ICT,Large (Small Subsidiary),3999616,5,Professional Service
DLA,ICT,Large: Big 6 (Small Subsidiary),534984,2,Professional Service
DLA,ICT,Medium <1B,20595206,83,Professional Service
DLA,MED,Medium <1B,186649,2,Other Service
DLA,Products,Large: Big 6,86356741,850,Professional Service
DLA,Products,Medium >1B (Small Subsidiary),6087848,59,Professional Service
DLA,R&D,Small,99690,3,Professional Service
MDA,R&D,Large (Small Subsidiary),8429406,13,Professional Service
MDA,R&D,Medium <1B,79088999,78,Professional Service
MilitaryHealth,ICT,Medium >1B (Small Subsidiary),32800,1,Professional Service
MilitaryHealth,MED,Large,1246389470,76,Other Service
MilitaryHealth,Products,Large,357798,2,Professional Service
Navy,ERS,Large,736974152,686,Professional Service
Navy,ERS,Medium >1B (Small Subsidiary),6442041,74,Professional Service
Navy,ERS,Unlabeled,20059202,3,Professional Service
Navy,Fuel,Small,843765,13,Professional Service
Navy,PAMS,Large: Big 6,1473235418,1224,Professional Service
Navy,PAMS,Medium <1B,1536083934,6799,Professional Service
Navy,R&D,Large: Big 6,1774193817,802,Professional Service
Other DoD,ERS,Large: Big 6,34987285,25,Professional Service
Other DoD,ERS,Medium <1B,40161325,44,Professional Service
Other DoD,FRS&C,Large,54684415,16,Other Service
Other DoD,FRS&C,Medium >1B,59605,1,Professional Service
Other DoD,PAMS,Large,182333545,405,Professional Service
Other DoD,PAMS,Small,58195501,291,Professional Service
Other DoD,R&D,Large (Small Subsidiary),4506956,19,Professional Service
Other DoD,R&D,Small,107623068,352,Professional Service
Air Force,FRS&C,Large (Small Subsidiary),216872,2,Other Service
Air Force,FRS&C,Large (Small Subsidiary),3520123,35,Professional Service
Air Force,FRS&C,Medium <1B,139443787,145,Other Service
Air Force,FRS&C,Small,1116961618,5003,Professional Service
Air Force,Fuel,Medium >1B,16726333,4,Professional Service
Air Force,Products,Medium >1B,114296142,260,Professional Service
Army,ERS,Large: Big 6,140296080,92,Professional Service
Army,ICT,Large (Small Subsidiary),39846817,181,Professional Service
Army,ICT,Large: Big 6 (Small Subsidiary),7437097,38,Professional Service
Army,ICT,Medium <1B,347487333,1367,Professional Service
Army,MED,Large: Big 6,461574,2,Other Service
Army,PAMS,Large (Small Subsidiary),86258335,360,Professional Service
Army,PAMS,Large: Big 6 (Small Subsidiary),58466886,323,Professional Service
Army,PAMS,Medium <1B,1715185278,7974,Professional Service
Army,Products,Large: Big 6,2990455730,1940,Professional Service
Army,Products,Medium >1B (Small Subsidiary),10822428,38,Professional Service
DLA,ERS,Large: Big 6,99279,2,Professional Service
DLA,Fuel,Medium >1B (Small Subsidiary),31782917,15,Professional Service
DLA,ICT,Large (Small Subsidiary),3709755,16,Professional Service
DLA,ICT,Medium <1B,26352047,152,Professional Service
DLA,PAMS,Medium <1B,35605190,119,Professional Service
DLA,PAMS,Small,10947189,50,Professional Service
DLA,Products,Large: Big 6,110880825,981,Professional Service
DLA,Products,Medium >1B (Small Subsidiary),7521002,69,Professional Service
MDA,Products,Large,1760694,5,Professional Service
MilitaryHealth,ERS,Large,-66702,1,Professional Service
MilitaryHealth,ICT,Medium >1B,120410,2,Professional Service
Navy,ICT,Medium >1B (Small Subsidiary),18740018,155,Professional Service
Navy,MED,Large,983287,6,Other Service
Navy,MED,Medium >1B (Small Subsidiary),383829,7,Professional Service
Navy,Products,Large (Small Subsidiary),39582648,161,Professional Service
Army,FRS&C,Medium <1B,1933613924,5717,Professional Service
Army,Products,Large,2571389105,3970,Professional Service
Army,Products,Medium >1B,477565752,343,Professional Service
Army,Products,Small,1426941768,8489,Professional Service
Army,R&D,Medium >1B (Small Subsidiary),25265728,57,Professional Service
DLA,ERS,Large (Small Subsidiary),46600,1,Professional Service
DLA,ERS,Large: Big 6 (Small Subsidiary),75675,2,Professional Service
DLA,ERS,Medium <1B,8273999,66,Professional Service
DLA,ICT,Large: Big 6,16186905,15,Professional Service
DLA,Products,Large,937661336,9065,Professional Service
DLA,Products,Medium >1B,44789328,299,Professional Service
DLA,Products,Small,1548554119,14052,Professional Service
MilitaryHealth,PAMS,Large,624023,5,Professional Service
MilitaryHealth,PAMS,Medium >1B,1837270,3,Professional Service
Navy,ERS,Medium >1B,372880975,356,Professional Service
Navy,ERS,Medium >1B (Small Subsidiary),16922505,89,Professional Service
Navy,FRS&C,Medium >1B (Small Subsidiary),28002136,38,Professional Service
Navy,Fuel,Large,313950,1,Professional Service
Navy,MED,Medium <1B,4159343,26,Professional Service
Navy,R&D,Large,985437661,1732,Professional Service
Navy,R&D,Medium >1B,102616220,316,Professional Service
Other DoD,ERS,Large (Small Subsidiary),706897,5,Professional Service
Other DoD,ERS,Medium <1B,16524182,51,Professional Service
Other DoD,FRS&C,Large (Small Subsidiary),891586,7,Professional Service
Other DoD,FRS&C,Medium <1B,34352334,96,Professional Service
Other DoD,R&D,Large: Big 6,88291362,66,Professional Service
Other DoD,R&D,Large: Big 6 (Small Subsidiary),3483857,10,Professional Service
Other DoD,R&D,Medium <1B,156647977,257,Professional Service
Air Force,ERS,Large: Big 6,1431452865,951,Professional Service
Air Force,FRS&C,Large: Big 6,206844279,143,Professional Service
Air Force,FRS&C,Medium <1B,1150023831,4448,Professional Service
Air Force,Fuel,Medium >1B (Small Subsidiary),378936,4,Professional Service
Air Force,MED,Large,28254,1,Professional Service
Air Force,MED,Large (Small Subsidiary),26964,1,Other Service
Air Force,MED,Small,3901102,18,Professional Service
Air Force,PAMS,Large (Small Subsidiary),30082307,151,Professional Service
Air Force,PAMS,Large: Big 6 (Small Subsidiary),41445707,94,Professional Service
Air Force,PAMS,Medium <1B,809860484,2895,Professional Service
Air Force,R&D,Medium >1B (Small Subsidiary),3639529,13,Professional Service
Air Force,Unlabeled,Unlabeled,0,1,Professional Service
Army,FRS&C,Large,912347893,1777,Professional Service
Army,FRS&C,Medium >1B,263000890,266,Professional Service
Army,FRS&C,Medium >1B (Small Subsidiary),37718156,38,Professional Service
Army,FRS&C,Unlabeled,984730.01,1,Other Service
Army,FRS&C,Unlabeled,113902,7,Professional Service
Army,MED,Medium <1B,4011796,48,Professional Service
Army,PAMS,Large: Big 6,791372312,1010,Professional Service
Army,Products,Large: Big 6,4340714100,1910,Professional Service
Army,R&D,Large,749136305.9,1438,Professional Service
Army,R&D,Large: Big 6 JV,400672606,36,Professional Service
Army,R&D,Small,765976410,2650,Professional Service
DLA,FRS&C,Large,34642741,15,Professional Service
DLA,FRS&C,Medium >1B,3912511,3,Professional Service
DLA,FRS&C,Medium >1B (Small Subsidiary),2406991,6,Professional Service
DLA,MED,Medium <1B,236614,1,Professional Service
DLA,PAMS,Large: Big 6,551809,9,Professional Service
DLA,Products,Large: Big 6,219574402,1250,Professional Service
DLA,R&D,Large,66841989,198,Professional Service
DLA,R&D,Small,554887,5,Professional Service
MDA,ICT,Large,4541976,8,Professional Service
MDA,ICT,Medium >1B,164050,1,Professional Service
MDA,PAMS,Large,626154,7,Professional Service
MilitaryHealth,ICT,Small,832655,1,Professional Service
Navy,ERS,Large: Big 6 (Small Subsidiary),20129246,110,Professional Service
Air Force,ERS,Medium >1B,242957488,92,Professional Service
Air Force,FRS&C,Large,479794254,414,Professional Service
Air Force,FRS&C,Medium >1B (Small Subsidiary),213909,5,Professional Service
Air Force,ICT,Large,408456585,1267,Professional Service
Air Force,ICT,Small,146385948,745,Professional Service
Air Force,R&D,Large: Big 6 JV,900000,3,Professional Service
Army,ERS,Large (Small Subsidiary),9298955,47,Professional Service
Army,ERS,Large: Big 6 (Small Subsidiary),1206724,4,Professional Service
Army,ERS,Medium <1B,330419330,1564,Professional Service
Army,FRS&C,Small,1305536587,3225,Other Service
Army,PAMS,Medium >1B (Small Subsidiary),16896498,31,Professional Service
Army,R&D,Large (Small Subsidiary),88775691,78,Professional Service
Army,R&D,Large: Big 6 (Small Subsidiary),4768898,39,Professional Service
Army,R&D,Medium <1B,1166690143,1950,Professional Service
DLA,ERS,Medium <1B,547784,8,Professional Service
DLA,FRS&C,Small,1978368,14,Other Service
DLA,R&D,Medium <1B,11212185,21,Professional Service
MDA,ICT,Medium <1B,303969,1,Professional Service
MDA,R&D,Medium >1B,1200000,1,Professional Service
Navy,FRS&C,Large: Big 6,-364000,1,Other Service
Navy,ICT,Medium >1B,1428925,14,Professional Service
Navy,R&D,Medium >1B (Small Subsidiary),519319,3,Professional Service
Other DoD,FRS&C,Small,2844481,5,Other Service
Other DoD,FRS&C,Small,14858612,116,Professional Service
Other DoD,Products,Medium >1B,1037114,15,Professional Service
Other DoD,R&D,Large: Big 6 (Small Subsidiary),1087963,5,Professional Service
Other DoD,R&D,Medium <1B,335725338,508,Professional Service
Air Force,ERS,Small,160122987,909,Professional Service
Air Force,FRS&C,Medium <1B,1430637873,4156,Professional Service
Air Force,ICT,Large: Big 6,187123462,283,Professional Service
Air Force,ICT,Medium >1B (Small Subsidiary),2710405,7,Professional Service
Air Force,MED,Large,88208,1,Other Service
Air Force,PAMS,Large,1104821289,1697,Professional Service
Air Force,PAMS,Unlabeled,3043383,11,Professional Service
Air Force,Products,Large,2729741785,4178,Professional Service
Air Force,Products,Small,894943407,5189,Professional Service
Air Force,Products,Unlabeled,2401125222,2085,Professional Service
Army,FRS&C,Large: Big 6,251550583,60,Other Service
Army,FRS&C,Medium >1B (Small Subsidiary),107596,4,Other Service
Army,ICT,Medium >1B,36989861,135,Professional Service
Army,R&D,Large,941078226,1248,Professional Service
